id,chemical,date,location,misurations
53925,alpha-Hexachlorocyclohexane,2005-09,Busarakhan,1
53926,alpha-Hexachlorocyclohexane,2005-09,Chai,6
53927,alpha-Hexachlorocyclohexane,2005-09,Kannika,3
53928,alpha-Hexachlorocyclohexane,2005-09,Kohsoom,1
53929,alpha-Hexachlorocyclohexane,2005-09,Sakda,2
53930,alpha-Hexachlorocyclohexane,2005-09,Somchair,1
53931,alpha-Hexachlorocyclohexane,2005-10,Boonsri,1
53932,alpha-Hexachlorocyclohexane,2005-10,Busarakhan,1
53933,alpha-Hexachlorocyclohexane,2005-10,Chai,4
53934,alpha-Hexachlorocyclohexane,2005-10,Sakda,2
53935,alpha-Hexachlorocyclohexane,2005-10,Somchair,1
53936,alpha-Hexachlorocyclohexane,2005-11,Boonsri,1
53937,alpha-Hexachlorocyclohexane,2005-11,Busarakhan,1
53938,alpha-Hexachlorocyclohexane,2005-11,Chai,5
53939,alpha-Hexachlorocyclohexane,2005-11,Kannika,1
53940,alpha-Hexachlorocyclohexane,2005-11,Sakda,2
53941,alpha-Hexachlorocyclohexane,2005-12,Boonsri,6
53942,alpha-Hexachlorocyclohexane,2005-12,Busarakhan,1
53943,alpha-Hexachlorocyclohexane,2005-12,Chai,2
53944,alpha-Hexachlorocyclohexane,2005-12,Kannika,2
53945,alpha-Hexachlorocyclohexane,2005-12,Kohsoom,1
53946,alpha-Hexachlorocyclohexane,2005-12,Sakda,3
53947,alpha-Hexachlorocyclohexane,2006-01,Boonsri,1
53948,alpha-Hexachlorocyclohexane,2006-01,Busarakhan,1
53949,alpha-Hexachlorocyclohexane,2006-01,Chai,2
53950,alpha-Hexachlorocyclohexane,2006-01,Kannika,1
53951,alpha-Hexachlorocyclohexane,2006-01,Kohsoom,1
53952,alpha-Hexachlorocyclohexane,2006-01,Sakda,1
53953,alpha-Hexachlorocyclohexane,2006-02,Chai,2
53954,alpha-Hexachlorocyclohexane,2006-02,Kannika,3
53955,alpha-Hexachlorocyclohexane,2006-02,Kohsoom,1
53956,alpha-Hexachlorocyclohexane,2006-03,Boonsri,3
53957,alpha-Hexachlorocyclohexane,2006-03,Kannika,3
53958,alpha-Hexachlorocyclohexane,2006-03,Sakda,1
53959,alpha-Hexachlorocyclohexane,2006-04,Boonsri,2
53960,alpha-Hexachlorocyclohexane,2006-04,Kannika,1
53961,alpha-Hexachlorocyclohexane,2006-04,Sakda,2
53962,alpha-Hexachlorocyclohexane,2006-04,Somchair,1
53963,alpha-Hexachlorocyclohexane,2006-05,Boonsri,5
53964,alpha-Hexachlorocyclohexane,2006-05,Kannika,1
53965,alpha-Hexachlorocyclohexane,2006-05,Kohsoom,1
53966,alpha-Hexachlorocyclohexane,2006-05,Somchair,1
53967,alpha-Hexachlorocyclohexane,2006-06,Boonsri,5
53968,alpha-Hexachlorocyclohexane,2006-06,Busarakhan,1
53969,alpha-Hexachlorocyclohexane,2006-06,Chai,6
53970,alpha-Hexachlorocyclohexane,2006-06,Kannika,3
53971,alpha-Hexachlorocyclohexane,2006-06,Kohsoom,1
53972,alpha-Hexachlorocyclohexane,2006-06,Sakda,3
53973,alpha-Hexachlorocyclohexane,2006-06,Somchair,1
53974,alpha-Hexachlorocyclohexane,2006-07,Boonsri,6
53975,alpha-Hexachlorocyclohexane,2006-07,Busarakhan,1
53976,alpha-Hexachlorocyclohexane,2006-07,Chai,6
53977,alpha-Hexachlorocyclohexane,2006-07,Kannika,3
53978,alpha-Hexachlorocyclohexane,2006-07,Kohsoom,1
53979,alpha-Hexachlorocyclohexane,2006-07,Sakda,3
53980,alpha-Hexachlorocyclohexane,2006-07,Somchair,1
53981,alpha-Hexachlorocyclohexane,2006-08,Boonsri,6
53982,alpha-Hexachlorocyclohexane,2006-08,Busarakhan,1
53983,alpha-Hexachlorocyclohexane,2006-08,Chai,6
53984,alpha-Hexachlorocyclohexane,2006-08,Kannika,3
53985,alpha-Hexachlorocyclohexane,2006-08,Kohsoom,1
53986,alpha-Hexachlorocyclohexane,2006-08,Sakda,3
53987,alpha-Hexachlorocyclohexane,2006-08,Somchair,1
53988,alpha-Hexachlorocyclohexane,2006-09,Boonsri,3
53989,alpha-Hexachlorocyclohexane,2006-09,Busarakhan,1
53990,alpha-Hexachlorocyclohexane,2006-09,Chai,6
53991,alpha-Hexachlorocyclohexane,2006-09,Kannika,3
53992,alpha-Hexachlorocyclohexane,2006-09,Kohsoom,1
53993,alpha-Hexachlorocyclohexane,2006-09,Sakda,3
53994,alpha-Hexachlorocyclohexane,2006-09,Somchair,1
53995,alpha-Hexachlorocyclohexane,2006-10,Boonsri,4
53996,alpha-Hexachlorocyclohexane,2006-10,Busarakhan,1
53997,alpha-Hexachlorocyclohexane,2006-10,Chai,3
53998,alpha-Hexachlorocyclohexane,2006-10,Kannika,3
53999,alpha-Hexachlorocyclohexane,2006-10,Kohsoom,1
54000,alpha-Hexachlorocyclohexane,2006-10,Sakda,3
54001,alpha-Hexachlorocyclohexane,2006-10,Somchair,1
54002,alpha-Hexachlorocyclohexane,2006-11,Boonsri,6
54003,alpha-Hexachlorocyclohexane,2006-11,Busarakhan,1
54004,alpha-Hexachlorocyclohexane,2006-11,Chai,6
54005,alpha-Hexachlorocyclohexane,2006-11,Kannika,3
54006,alpha-Hexachlorocyclohexane,2006-11,Kohsoom,1
54007,alpha-Hexachlorocyclohexane,2006-11,Sakda,3
54008,alpha-Hexachlorocyclohexane,2006-11,Somchair,1
54009,alpha-Hexachlorocyclohexane,2006-12,Boonsri,3
54010,alpha-Hexachlorocyclohexane,2006-12,Busarakhan,1
54011,alpha-Hexachlorocyclohexane,2006-12,Chai,6
54012,alpha-Hexachlorocyclohexane,2006-12,Kannika,3
54013,alpha-Hexachlorocyclohexane,2006-12,Kohsoom,1
54014,alpha-Hexachlorocyclohexane,2006-12,Sakda,3
54015,alpha-Hexachlorocyclohexane,2006-12,Somchair,1
54016,alpha-Hexachlorocyclohexane,2007-01,Boonsri,6
54017,alpha-Hexachlorocyclohexane,2007-01,Busarakhan,1
54018,alpha-Hexachlorocyclohexane,2007-01,Chai,6
54019,alpha-Hexachlorocyclohexane,2007-01,Kannika,3
54020,alpha-Hexachlorocyclohexane,2007-01,Kohsoom,1
54021,alpha-Hexachlorocyclohexane,2007-01,Sakda,1
54022,alpha-Hexachlorocyclohexane,2007-01,Somchair,1
54023,alpha-Hexachlorocyclohexane,2007-02,Boonsri,4
54024,alpha-Hexachlorocyclohexane,2007-02,Busarakhan,1
54025,alpha-Hexachlorocyclohexane,2007-02,Chai,3
54026,alpha-Hexachlorocyclohexane,2007-02,Kannika,3
54027,alpha-Hexachlorocyclohexane,2007-02,Kohsoom,1
54028,alpha-Hexachlorocyclohexane,2007-02,Sakda,3
54029,alpha-Hexachlorocyclohexane,2007-02,Somchair,1
54030,alpha-Hexachlorocyclohexane,2007-03,Boonsri,6
54031,alpha-Hexachlorocyclohexane,2007-03,Busarakhan,1
54032,alpha-Hexachlorocyclohexane,2007-03,Chai,6
54033,alpha-Hexachlorocyclohexane,2007-03,Kannika,3
54034,alpha-Hexachlorocyclohexane,2007-03,Kohsoom,1
54035,alpha-Hexachlorocyclohexane,2007-03,Sakda,3
54036,alpha-Hexachlorocyclohexane,2007-03,Somchair,1
54037,alpha-Hexachlorocyclohexane,2007-04,Boonsri,4
54038,alpha-Hexachlorocyclohexane,2007-04,Busarakhan,1
54039,alpha-Hexachlorocyclohexane,2007-04,Chai,6
54040,alpha-Hexachlorocyclohexane,2007-04,Kannika,3
54041,alpha-Hexachlorocyclohexane,2007-04,Kohsoom,1
54042,alpha-Hexachlorocyclohexane,2007-04,Sakda,3
54043,alpha-Hexachlorocyclohexane,2007-04,Somchair,1
54044,alpha-Hexachlorocyclohexane,2007-05,Boonsri,6
54045,alpha-Hexachlorocyclohexane,2007-05,Busarakhan,1
54046,alpha-Hexachlorocyclohexane,2007-05,Chai,2
54047,alpha-Hexachlorocyclohexane,2007-05,Kannika,3
54048,alpha-Hexachlorocyclohexane,2007-05,Kohsoom,1
54049,alpha-Hexachlorocyclohexane,2007-05,Sakda,3
54050,alpha-Hexachlorocyclohexane,2007-05,Somchair,1
54051,alpha-Hexachlorocyclohexane,2007-06,Boonsri,6
54052,alpha-Hexachlorocyclohexane,2007-06,Busarakhan,1
54053,alpha-Hexachlorocyclohexane,2007-06,Chai,3
54054,alpha-Hexachlorocyclohexane,2007-06,Kannika,3
54055,alpha-Hexachlorocyclohexane,2007-06,Kohsoom,1
54056,alpha-Hexachlorocyclohexane,2007-06,Sakda,3
54057,alpha-Hexachlorocyclohexane,2007-06,Somchair,1
54058,alpha-Hexachlorocyclohexane,2007-07,Boonsri,6
54059,alpha-Hexachlorocyclohexane,2007-07,Busarakhan,1
54060,alpha-Hexachlorocyclohexane,2007-07,Chai,6
54061,alpha-Hexachlorocyclohexane,2007-07,Kannika,3
54062,alpha-Hexachlorocyclohexane,2007-07,Kohsoom,1
54063,alpha-Hexachlorocyclohexane,2007-07,Sakda,3
54064,alpha-Hexachlorocyclohexane,2007-07,Somchair,1
54065,alpha-Hexachlorocyclohexane,2007-08,Boonsri,3
54066,alpha-Hexachlorocyclohexane,2007-08,Busarakhan,1
54067,alpha-Hexachlorocyclohexane,2007-08,Chai,6
54068,alpha-Hexachlorocyclohexane,2007-08,Kannika,3
54069,alpha-Hexachlorocyclohexane,2007-08,Kohsoom,1
54070,alpha-Hexachlorocyclohexane,2007-08,Sakda,3
54071,alpha-Hexachlorocyclohexane,2007-08,Somchair,1
54072,alpha-Hexachlorocyclohexane,2007-09,Boonsri,3
54073,alpha-Hexachlorocyclohexane,2007-09,Busarakhan,1
54074,alpha-Hexachlorocyclohexane,2007-09,Chai,6
54075,alpha-Hexachlorocyclohexane,2007-09,Kannika,3
54076,alpha-Hexachlorocyclohexane,2007-09,Kohsoom,1
54077,alpha-Hexachlorocyclohexane,2007-09,Sakda,3
54078,alpha-Hexachlorocyclohexane,2007-09,Somchair,1
54079,alpha-Hexachlorocyclohexane,2007-10,Boonsri,1
54080,alpha-Hexachlorocyclohexane,2007-10,Busarakhan,1
54081,alpha-Hexachlorocyclohexane,2007-10,Chai,6
54082,alpha-Hexachlorocyclohexane,2007-10,Kannika,3
54083,alpha-Hexachlorocyclohexane,2007-10,Kohsoom,1
54084,alpha-Hexachlorocyclohexane,2007-10,Sakda,3
54085,alpha-Hexachlorocyclohexane,2007-10,Somchair,1
54086,alpha-Hexachlorocyclohexane,2007-11,Boonsri,3
54087,alpha-Hexachlorocyclohexane,2007-11,Busarakhan,1
54088,alpha-Hexachlorocyclohexane,2007-11,Chai,6
54089,alpha-Hexachlorocyclohexane,2007-11,Kannika,3
54090,alpha-Hexachlorocyclohexane,2007-11,Kohsoom,1
54091,alpha-Hexachlorocyclohexane,2007-11,Sakda,3
54092,alpha-Hexachlorocyclohexane,2007-11,Somchair,1
54093,alpha-Hexachlorocyclohexane,2007-12,Boonsri,3
54094,alpha-Hexachlorocyclohexane,2007-12,Busarakhan,1
54095,alpha-Hexachlorocyclohexane,2007-12,Chai,6
54096,alpha-Hexachlorocyclohexane,2007-12,Kannika,3
54097,alpha-Hexachlorocyclohexane,2007-12,Kohsoom,1
54098,alpha-Hexachlorocyclohexane,2007-12,Sakda,3
54099,alpha-Hexachlorocyclohexane,2007-12,Somchair,1
54100,alpha-Hexachlorocyclohexane,2012-02,Chai,3
54101,beta-Hexaxchlorocyclohexane,2005-01,Boonsri,6
54102,beta-Hexaxchlorocyclohexane,2005-01,Busarakhan,1
54103,beta-Hexaxchlorocyclohexane,2005-01,Chai,3
54104,beta-Hexaxchlorocyclohexane,2005-01,Kannika,3
54105,beta-Hexaxchlorocyclohexane,2005-01,Kohsoom,1
54106,beta-Hexaxchlorocyclohexane,2005-01,Sakda,3
54107,beta-Hexaxchlorocyclohexane,2005-01,Somchair,1
54108,beta-Hexaxchlorocyclohexane,2005-02,Boonsri,3
54109,beta-Hexaxchlorocyclohexane,2005-02,Busarakhan,1
54110,beta-Hexaxchlorocyclohexane,2005-02,Chai,3
54111,beta-Hexaxchlorocyclohexane,2005-02,Kannika,3
54112,beta-Hexaxchlorocyclohexane,2005-02,Kohsoom,1
54113,beta-Hexaxchlorocyclohexane,2005-02,Sakda,3
54114,beta-Hexaxchlorocyclohexane,2005-02,Somchair,1
54115,beta-Hexaxchlorocyclohexane,2005-03,Boonsri,6
54116,beta-Hexaxchlorocyclohexane,2005-03,Busarakhan,1
54117,beta-Hexaxchlorocyclohexane,2005-03,Chai,6
54118,beta-Hexaxchlorocyclohexane,2005-03,Kannika,3
54119,beta-Hexaxchlorocyclohexane,2005-03,Kohsoom,1
54120,beta-Hexaxchlorocyclohexane,2005-03,Sakda,3
54121,beta-Hexaxchlorocyclohexane,2005-03,Somchair,1
54122,beta-Hexaxchlorocyclohexane,2005-04,Boonsri,6
54123,beta-Hexaxchlorocyclohexane,2005-04,Busarakhan,1
54124,beta-Hexaxchlorocyclohexane,2005-04,Chai,6
54125,beta-Hexaxchlorocyclohexane,2005-04,Kannika,3
54126,beta-Hexaxchlorocyclohexane,2005-04,Kohsoom,1
54127,beta-Hexaxchlorocyclohexane,2005-04,Sakda,3
54128,beta-Hexaxchlorocyclohexane,2005-04,Somchair,1
54129,beta-Hexaxchlorocyclohexane,2005-05,Boonsri,6
54130,beta-Hexaxchlorocyclohexane,2005-05,Busarakhan,1
54131,beta-Hexaxchlorocyclohexane,2005-05,Chai,6
54132,beta-Hexaxchlorocyclohexane,2005-05,Kannika,3
54133,beta-Hexaxchlorocyclohexane,2005-05,Kohsoom,1
54134,beta-Hexaxchlorocyclohexane,2005-05,Sakda,3
54135,beta-Hexaxchlorocyclohexane,2005-05,Somchair,1
54136,beta-Hexaxchlorocyclohexane,2005-06,Boonsri,6
54137,beta-Hexaxchlorocyclohexane,2005-06,Busarakhan,1
54138,beta-Hexaxchlorocyclohexane,2005-06,Chai,6
54139,beta-Hexaxchlorocyclohexane,2005-06,Kannika,3
54140,beta-Hexaxchlorocyclohexane,2005-06,Sakda,3
54141,beta-Hexaxchlorocyclohexane,2005-06,Somchair,1
54142,beta-Hexaxchlorocyclohexane,2005-07,Boonsri,6
54143,beta-Hexaxchlorocyclohexane,2005-07,Busarakhan,1
54144,beta-Hexaxchlorocyclohexane,2005-07,Chai,6
54145,beta-Hexaxchlorocyclohexane,2005-07,Kannika,3
54146,beta-Hexaxchlorocyclohexane,2005-07,Kohsoom,1
54147,beta-Hexaxchlorocyclohexane,2005-07,Sakda,3
54148,beta-Hexaxchlorocyclohexane,2005-07,Somchair,1
54149,beta-Hexaxchlorocyclohexane,2005-08,Boonsri,6
54150,beta-Hexaxchlorocyclohexane,2005-08,Busarakhan,1
54151,beta-Hexaxchlorocyclohexane,2005-08,Chai,6
54152,beta-Hexaxchlorocyclohexane,2005-08,Kannika,3
54153,beta-Hexaxchlorocyclohexane,2005-08,Kohsoom,1
54154,beta-Hexaxchlorocyclohexane,2005-08,Sakda,3
54155,beta-Hexaxchlorocyclohexane,2005-08,Somchair,1
54156,beta-Hexaxchlorocyclohexane,2005-09,Boonsri,6
54157,beta-Hexaxchlorocyclohexane,2005-09,Busarakhan,1
54158,beta-Hexaxchlorocyclohexane,2005-09,Chai,6
54159,beta-Hexaxchlorocyclohexane,2005-09,Kannika,3
54160,beta-Hexaxchlorocyclohexane,2005-09,Kohsoom,1
54161,beta-Hexaxchlorocyclohexane,2005-09,Sakda,3
54162,beta-Hexaxchlorocyclohexane,2005-09,Somchair,1
54163,beta-Hexaxchlorocyclohexane,2005-10,Boonsri,3
54164,beta-Hexaxchlorocyclohexane,2005-10,Busarakhan,1
54165,beta-Hexaxchlorocyclohexane,2005-10,Chai,2
54166,beta-Hexaxchlorocyclohexane,2005-10,Kannika,3
54167,beta-Hexaxchlorocyclohexane,2005-10,Sakda,3
54168,beta-Hexaxchlorocyclohexane,2005-10,Somchair,1
54169,beta-Hexaxchlorocyclohexane,2005-11,Boonsri,4
54170,beta-Hexaxchlorocyclohexane,2005-11,Busarakhan,1
54171,beta-Hexaxchlorocyclohexane,2005-11,Chai,4
54172,beta-Hexaxchlorocyclohexane,2005-11,Kannika,1
54173,beta-Hexaxchlorocyclohexane,2005-11,Kohsoom,1
54174,beta-Hexaxchlorocyclohexane,2005-11,Somchair,1
54175,beta-Hexaxchlorocyclohexane,2005-12,Boonsri,6
54176,beta-Hexaxchlorocyclohexane,2005-12,Busarakhan,1
54177,beta-Hexaxchlorocyclohexane,2005-12,Chai,6
54178,beta-Hexaxchlorocyclohexane,2005-12,Kannika,1
54179,beta-Hexaxchlorocyclohexane,2005-12,Kohsoom,1
54180,beta-Hexaxchlorocyclohexane,2005-12,Sakda,3
54181,beta-Hexaxchlorocyclohexane,2005-12,Somchair,1
54182,beta-Hexaxchlorocyclohexane,2006-01,Boonsri,5
54183,beta-Hexaxchlorocyclohexane,2006-01,Busarakhan,1
54184,beta-Hexaxchlorocyclohexane,2006-01,Chai,6
54185,beta-Hexaxchlorocyclohexane,2006-01,Kohsoom,1
54186,beta-Hexaxchlorocyclohexane,2006-01,Somchair,1
54187,beta-Hexaxchlorocyclohexane,2006-02,Boonsri,6
54188,beta-Hexaxchlorocyclohexane,2006-02,Kohsoom,1
54189,beta-Hexaxchlorocyclohexane,2006-02,Sakda,1
54190,beta-Hexaxchlorocyclohexane,2006-03,Boonsri,6
54191,beta-Hexaxchlorocyclohexane,2006-03,Busarakhan,1
54192,beta-Hexaxchlorocyclohexane,2006-03,Chai,5
54193,beta-Hexaxchlorocyclohexane,2006-03,Kannika,2
54194,beta-Hexaxchlorocyclohexane,2006-03,Kohsoom,1
54195,beta-Hexaxchlorocyclohexane,2006-03,Sakda,1
54196,beta-Hexaxchlorocyclohexane,2006-03,Somchair,1
54197,beta-Hexaxchlorocyclohexane,2006-04,Boonsri,5
54198,beta-Hexaxchlorocyclohexane,2006-04,Busarakhan,1
54199,beta-Hexaxchlorocyclohexane,2006-04,Chai,2
54200,beta-Hexaxchlorocyclohexane,2006-04,Kannika,2
54201,beta-Hexaxchlorocyclohexane,2006-04,Sakda,3
54202,beta-Hexaxchlorocyclohexane,2006-04,Somchair,1
54203,beta-Hexaxchlorocyclohexane,2006-05,Boonsri,2
54204,beta-Hexaxchlorocyclohexane,2006-05,Kannika,2
54205,beta-Hexaxchlorocyclohexane,2006-05,Sakda,1
54206,beta-Hexaxchlorocyclohexane,2006-05,Somchair,1
54207,beta-Hexaxchlorocyclohexane,2006-06,Boonsri,6
54208,beta-Hexaxchlorocyclohexane,2006-06,Busarakhan,1
54209,beta-Hexaxchlorocyclohexane,2006-06,Chai,6
54210,beta-Hexaxchlorocyclohexane,2006-06,Kannika,3
54211,beta-Hexaxchlorocyclohexane,2006-06,Kohsoom,1
54212,beta-Hexaxchlorocyclohexane,2006-06,Sakda,3
54213,beta-Hexaxchlorocyclohexane,2006-06,Somchair,1
54214,beta-Hexaxchlorocyclohexane,2006-07,Boonsri,6
54215,beta-Hexaxchlorocyclohexane,2006-07,Busarakhan,1
54216,beta-Hexaxchlorocyclohexane,2006-07,Chai,6
54217,beta-Hexaxchlorocyclohexane,2006-07,Kannika,3
54218,beta-Hexaxchlorocyclohexane,2006-07,Kohsoom,1
54219,beta-Hexaxchlorocyclohexane,2006-07,Sakda,3
54220,beta-Hexaxchlorocyclohexane,2006-07,Somchair,1
54221,beta-Hexaxchlorocyclohexane,2006-08,Boonsri,6
54222,beta-Hexaxchlorocyclohexane,2006-08,Busarakhan,1
54223,beta-Hexaxchlorocyclohexane,2006-08,Chai,6
54224,beta-Hexaxchlorocyclohexane,2006-08,Kannika,3
54225,beta-Hexaxchlorocyclohexane,2006-08,Kohsoom,1
54226,beta-Hexaxchlorocyclohexane,2006-08,Sakda,3
54227,beta-Hexaxchlorocyclohexane,2006-08,Somchair,1
54228,beta-Hexaxchlorocyclohexane,2006-09,Boonsri,3
54229,beta-Hexaxchlorocyclohexane,2006-09,Busarakhan,1
54230,beta-Hexaxchlorocyclohexane,2006-09,Chai,6
54231,beta-Hexaxchlorocyclohexane,2006-09,Kannika,3
54232,beta-Hexaxchlorocyclohexane,2006-09,Kohsoom,1
54233,beta-Hexaxchlorocyclohexane,2006-09,Sakda,3
54234,beta-Hexaxchlorocyclohexane,2006-09,Somchair,1
54235,beta-Hexaxchlorocyclohexane,2006-10,Boonsri,4
54236,beta-Hexaxchlorocyclohexane,2006-10,Busarakhan,1
54237,beta-Hexaxchlorocyclohexane,2006-10,Chai,3
54238,beta-Hexaxchlorocyclohexane,2006-10,Kannika,3
54239,beta-Hexaxchlorocyclohexane,2006-10,Kohsoom,1
54240,beta-Hexaxchlorocyclohexane,2006-10,Sakda,3
54241,beta-Hexaxchlorocyclohexane,2006-10,Somchair,1
54242,beta-Hexaxchlorocyclohexane,2006-11,Boonsri,6
54243,beta-Hexaxchlorocyclohexane,2006-11,Busarakhan,1
54244,beta-Hexaxchlorocyclohexane,2006-11,Chai,6
54245,beta-Hexaxchlorocyclohexane,2006-11,Kannika,3
54246,beta-Hexaxchlorocyclohexane,2006-11,Kohsoom,1
54247,beta-Hexaxchlorocyclohexane,2006-11,Sakda,3
54248,beta-Hexaxchlorocyclohexane,2006-11,Somchair,1
54249,beta-Hexaxchlorocyclohexane,2006-12,Boonsri,3
54250,beta-Hexaxchlorocyclohexane,2006-12,Busarakhan,1
54251,beta-Hexaxchlorocyclohexane,2006-12,Chai,6
54252,beta-Hexaxchlorocyclohexane,2006-12,Kannika,3
54253,beta-Hexaxchlorocyclohexane,2006-12,Kohsoom,1
54254,beta-Hexaxchlorocyclohexane,2006-12,Sakda,3
54255,beta-Hexaxchlorocyclohexane,2006-12,Somchair,1
54256,beta-Hexaxchlorocyclohexane,2007-01,Boonsri,6
54257,beta-Hexaxchlorocyclohexane,2007-01,Busarakhan,1
54258,beta-Hexaxchlorocyclohexane,2007-01,Chai,6
54259,beta-Hexaxchlorocyclohexane,2007-01,Kannika,3
54260,beta-Hexaxchlorocyclohexane,2007-01,Kohsoom,1
54261,beta-Hexaxchlorocyclohexane,2007-01,Sakda,3
54262,beta-Hexaxchlorocyclohexane,2007-01,Somchair,1
54263,beta-Hexaxchlorocyclohexane,2007-02,Boonsri,4
54264,beta-Hexaxchlorocyclohexane,2007-02,Busarakhan,1
54265,beta-Hexaxchlorocyclohexane,2007-02,Chai,3
54266,beta-Hexaxchlorocyclohexane,2007-02,Kannika,3
54267,beta-Hexaxchlorocyclohexane,2007-02,Kohsoom,1
54268,beta-Hexaxchlorocyclohexane,2007-02,Sakda,3
54269,beta-Hexaxchlorocyclohexane,2007-02,Somchair,1
54270,beta-Hexaxchlorocyclohexane,2007-03,Boonsri,6
54271,beta-Hexaxchlorocyclohexane,2007-03,Busarakhan,1
54272,beta-Hexaxchlorocyclohexane,2007-03,Chai,6
54273,beta-Hexaxchlorocyclohexane,2007-03,Kannika,3
54274,beta-Hexaxchlorocyclohexane,2007-03,Kohsoom,1
54275,beta-Hexaxchlorocyclohexane,2007-03,Sakda,3
54276,beta-Hexaxchlorocyclohexane,2007-03,Somchair,1
54277,beta-Hexaxchlorocyclohexane,2007-04,Boonsri,4
54278,beta-Hexaxchlorocyclohexane,2007-04,Busarakhan,1
54279,beta-Hexaxchlorocyclohexane,2007-04,Chai,6
54280,beta-Hexaxchlorocyclohexane,2007-04,Kannika,3
54281,beta-Hexaxchlorocyclohexane,2007-04,Kohsoom,1
54282,beta-Hexaxchlorocyclohexane,2007-04,Sakda,3
54283,beta-Hexaxchlorocyclohexane,2007-04,Somchair,1
54284,beta-Hexaxchlorocyclohexane,2007-05,Boonsri,6
54285,beta-Hexaxchlorocyclohexane,2007-05,Busarakhan,1
54286,beta-Hexaxchlorocyclohexane,2007-05,Chai,2
54287,beta-Hexaxchlorocyclohexane,2007-05,Kannika,3
54288,beta-Hexaxchlorocyclohexane,2007-05,Kohsoom,1
54289,beta-Hexaxchlorocyclohexane,2007-05,Sakda,3
54290,beta-Hexaxchlorocyclohexane,2007-05,Somchair,1
54291,beta-Hexaxchlorocyclohexane,2007-06,Boonsri,6
54292,beta-Hexaxchlorocyclohexane,2007-06,Busarakhan,1
54293,beta-Hexaxchlorocyclohexane,2007-06,Chai,3
54294,beta-Hexaxchlorocyclohexane,2007-06,Kannika,3
54295,beta-Hexaxchlorocyclohexane,2007-06,Kohsoom,1
54296,beta-Hexaxchlorocyclohexane,2007-06,Sakda,3
54297,beta-Hexaxchlorocyclohexane,2007-06,Somchair,1
54298,beta-Hexaxchlorocyclohexane,2007-07,Boonsri,6
54299,beta-Hexaxchlorocyclohexane,2007-07,Busarakhan,1
54300,beta-Hexaxchlorocyclohexane,2007-07,Chai,6
54301,beta-Hexaxchlorocyclohexane,2007-07,Kannika,3
54302,beta-Hexaxchlorocyclohexane,2007-07,Kohsoom,1
54303,beta-Hexaxchlorocyclohexane,2007-07,Sakda,3
54304,beta-Hexaxchlorocyclohexane,2007-07,Somchair,1
54305,beta-Hexaxchlorocyclohexane,2007-08,Boonsri,3
54306,beta-Hexaxchlorocyclohexane,2007-08,Busarakhan,1
54307,beta-Hexaxchlorocyclohexane,2007-08,Chai,6
54308,beta-Hexaxchlorocyclohexane,2007-08,Kannika,3
54309,beta-Hexaxchlorocyclohexane,2007-08,Kohsoom,1
54310,beta-Hexaxchlorocyclohexane,2007-08,Sakda,3
54311,beta-Hexaxchlorocyclohexane,2007-08,Somchair,1
54312,beta-Hexaxchlorocyclohexane,2007-09,Boonsri,3
54313,beta-Hexaxchlorocyclohexane,2007-09,Busarakhan,1
54314,beta-Hexaxchlorocyclohexane,2007-09,Chai,6
54315,beta-Hexaxchlorocyclohexane,2007-09,Kannika,3
54316,beta-Hexaxchlorocyclohexane,2007-09,Kohsoom,1
54317,beta-Hexaxchlorocyclohexane,2007-09,Sakda,3
54318,beta-Hexaxchlorocyclohexane,2007-09,Somchair,1
54319,beta-Hexaxchlorocyclohexane,2007-10,Boonsri,1
54320,beta-Hexaxchlorocyclohexane,2007-10,Busarakhan,1
54321,beta-Hexaxchlorocyclohexane,2007-10,Chai,6
54322,beta-Hexaxchlorocyclohexane,2007-10,Kannika,3
54323,beta-Hexaxchlorocyclohexane,2007-10,Kohsoom,1
54324,beta-Hexaxchlorocyclohexane,2007-10,Sakda,3
54325,beta-Hexaxchlorocyclohexane,2007-10,Somchair,1
54326,beta-Hexaxchlorocyclohexane,2007-11,Boonsri,3
54327,beta-Hexaxchlorocyclohexane,2007-11,Busarakhan,1
54328,beta-Hexaxchlorocyclohexane,2007-11,Chai,6
54329,beta-Hexaxchlorocyclohexane,2007-11,Kannika,3
54330,beta-Hexaxchlorocyclohexane,2007-11,Kohsoom,1
54331,beta-Hexaxchlorocyclohexane,2007-11,Sakda,3
54332,beta-Hexaxchlorocyclohexane,2007-11,Somchair,1
54333,beta-Hexaxchlorocyclohexane,2007-12,Boonsri,3
54334,beta-Hexaxchlorocyclohexane,2007-12,Busarakhan,1
54335,beta-Hexaxchlorocyclohexane,2007-12,Chai,6
54336,beta-Hexaxchlorocyclohexane,2007-12,Kannika,3
54337,beta-Hexaxchlorocyclohexane,2007-12,Kohsoom,1
54338,beta-Hexaxchlorocyclohexane,2007-12,Sakda,3
54339,beta-Hexaxchlorocyclohexane,2007-12,Somchair,1
54340,gamma-Hexachlorocyclohexane,1998-04,Boonsri,2
54341,gamma-Hexachlorocyclohexane,1998-04,Chai,3
54342,gamma-Hexachlorocyclohexane,1998-04,Kannika,3
54343,gamma-Hexachlorocyclohexane,1998-04,Kohsoom,1
54344,gamma-Hexachlorocyclohexane,1998-04,Sakda,1
54345,gamma-Hexachlorocyclohexane,1998-04,Somchair,1
54346,gamma-Hexachlorocyclohexane,1998-06,Boonsri,2
