id,chemical,date,year,value
8648,Total phosphorus,2011-09,2011,0.11678260869565217
8649,Total phosphorus,2011-10,2011,0.11680000000000001
8650,Total phosphorus,2011-11,2011,0.1076451612903226
8651,Total phosphorus,2011-12,2011,0.1528928571428572
8652,Total phosphorus,2012-01,2012,0.07505263157894737
8653,Total phosphorus,2012-02,2012,0.07518518518518519
8654,Total phosphorus,2012-03,2012,0.10907692307692307
8655,Total phosphorus,2012-04,2012,0.08368
8656,Total phosphorus,2012-05,2012,0.09581481481481482
8657,Total phosphorus,2012-06,2012,0.10710526315789472
8658,Total phosphorus,2012-07,2012,0.12503448275862067
8659,Total phosphorus,2012-08,2012,0.09629411764705882
8660,Total phosphorus,2012-09,2012,0.17169230769230776
8661,Total phosphorus,2012-10,2012,0.12272413793103452
8662,Total phosphorus,2012-11,2012,0.09310000000000003
8663,Total phosphorus,2012-12,2012,0.11123076923076922
8664,Total phosphorus,2013-01,2013,0.11740909090909092
8665,Total phosphorus,2013-02,2013,0.09934615384615388
8666,Total phosphorus,2013-03,2013,0.07635416666666667
8667,Total phosphorus,2013-04,2013,0.05466666666666667
8668,Total phosphorus,2013-05,2013,0.07523809523809526
8669,Total phosphorus,2013-06,2013,0.09426538461538463
8670,Total phosphorus,2013-07,2013,0.09295999999999999
8671,Total phosphorus,2013-08,2013,0.066
8672,Total phosphorus,2013-09,2013,0.09504166666666668
8673,Total phosphorus,2013-10,2013,0.1284090909090909
8674,Total phosphorus,2013-11,2013,0.11989999999999999
8675,Total phosphorus,2013-12,2013,0.17317857142857146
8676,Total phosphorus,2014-01,2014,0.12640909090909092
8677,Total phosphorus,2014-02,2014,0.10185714285714285
8678,Total phosphorus,2014-03,2014,0.10803030303030305
8679,Total phosphorus,2014-04,2014,0.0946923076923077
8680,Total phosphorus,2014-05,2014,0.1085925925925926
8681,Total phosphorus,2014-06,2014,0.14382592592592594
8682,Total phosphorus,2014-07,2014,0.14043478260869566
8683,Total phosphorus,2014-08,2014,0.12646875
8684,Total phosphorus,2014-09,2014,0.09300000000000001
8685,Total phosphorus,2014-10,2014,0.13189655172413794
8686,Total phosphorus,2014-11,2014,0.11402702702702704
8687,Total phosphorus,2014-12,2014,0.1328214285714286
8688,Total phosphorus,2015-01,2015,0.11729200000000001
8689,Total phosphorus,2015-02,2015,0.12138400000000002
8690,Total phosphorus,2015-03,2015,0.1279962962962963
8691,Total phosphorus,2015-04,2015,0.09845600000000002
8692,Total phosphorus,2015-05,2015,0.08528076923076923
8693,Total phosphorus,2015-06,2015,0.08458076923076925
8694,Total phosphorus,2015-07,2015,0.08395714285714284
8695,Total phosphorus,2015-08,2015,0.08187878787878788
8696,Total phosphorus,2015-09,2015,0.09005600000000005
8697,Total phosphorus,2015-10,2015,0.08630357142857144
8698,Total phosphorus,2015-11,2015,0.08611612903225804
8699,Total phosphorus,2015-12,2015,0.08087692307692308
8700,Total phosphorus,2016-01,2016,0.08573333333333334
8701,Total phosphorus,2016-02,2016,0.09512962962962963
8702,Total phosphorus,2016-03,2016,0.08300400000000002
8703,Total phosphorus,2016-04,2016,0.11279200000000002
8704,Total phosphorus,2016-05,2016,0.10372000000000002
8705,Total phosphorus,2016-06,2016,0.11699999999999999
8706,Total phosphorus,2016-07,2016,0.10963142857142855
8707,Total phosphorus,2016-08,2016,0.11932580645161289
8708,Total phosphorus,2016-09,2016,0.09503437500000002
8709,Total phosphorus,2016-10,2016,0.09165200000000004
8710,Total phosphorus,2016-11,2016,0.1244521739130435
8711,Total phosphorus,2016-12,2016,0.08596399999999998
8712,Trifluralin,2009-09,2009,0.09999999999999999
8713,Trifluralin,2009-10,2009,0.1
8714,Trifluralin,2009-11,2009,0.1
8715,Water temperature,1998-01,1998,1.5714285714285714
8716,Water temperature,1998-02,1998,4.571428571428571
8717,Water temperature,1998-03,1998,3.2857142857142856
8718,Water temperature,1998-04,1998,18.5
8719,Water temperature,1998-05,1998,19.625
8720,Water temperature,1998-06,1998,24.363636363636363
8721,Water temperature,1998-07,1998,22.6875
8722,Water temperature,1998-08,1998,23.045454545454547
8723,Water temperature,1998-09,1998,16.6875
8724,Water temperature,1998-10,1998,12.992857142857142
8725,Water temperature,1998-11,1998,10.792857142857144
8726,Water temperature,1998-12,1998,3.2384615384615385
8727,Water temperature,1999-01,1999,1.7533333333333334
8728,Water temperature,1999-02,1999,5.073333333333333
8729,Water temperature,1999-03,1999,6.2266666666666675
8730,Water temperature,1999-04,1999,11.766666666666667
8731,Water temperature,1999-05,1999,17.720000000000002
8732,Water temperature,1999-06,1999,24.466666666666665
8733,Water temperature,1999-07,1999,21.3375
8734,Water temperature,1999-08,1999,23.066666666666666
8735,Water temperature,1999-09,1999,17.66
8736,Water temperature,1999-10,1999,13.333333333333334
8737,Water temperature,1999-11,1999,6.746666666666667
8738,Water temperature,1999-12,1999,4.8
8739,Water temperature,2000-01,2000,4.706666666666666
8740,Water temperature,2000-02,2000,3.7666666666666666
8741,Water temperature,2000-03,2000,5.279999999999999
8742,Water temperature,2000-04,2000,12.826666666666666
8743,Water temperature,2000-05,2000,15.446666666666665
8744,Water temperature,2000-06,2000,23.353333333333335
8745,Water temperature,2000-07,2000,23.733333333333334
8746,Water temperature,2000-08,2000,24.8
8747,Water temperature,2000-09,2000,17.80666666666667
8748,Water temperature,2000-10,2000,15.1
8749,Water temperature,2000-11,2000,5.886666666666667
8750,Water temperature,2000-12,2000,2.1599999999999997
8751,Water temperature,2001-01,2001,3.2133333333333334
8752,Water temperature,2001-02,2001,3.0500000000000003
8753,Water temperature,2001-03,2001,6.933333333333334
8754,Water temperature,2001-04,2001,13.726666666666667
8755,Water temperature,2001-05,2001,16.266666666666666
8756,Water temperature,2001-06,2001,24.673333333333336
8757,Water temperature,2001-07,2001,24.633333333333333
8758,Water temperature,2001-08,2001,20.466666666666665
8759,Water temperature,2001-09,2001,20.113333333333333
8760,Water temperature,2001-10,2001,16.825
8761,Water temperature,2001-11,2001,8.399999999999999
8762,Water temperature,2001-12,2001,4.5600000000000005
8763,Water temperature,2002-01,2002,0.6666666666666666
8764,Water temperature,2002-02,2002,2.62
8765,Water temperature,2002-03,2002,6.355555555555556
8766,Water temperature,2002-04,2002,13.146666666666667
8767,Water temperature,2002-05,2002,18.095238095238095
8768,Water temperature,2002-06,2002,20.938095238095237
8769,Water temperature,2002-07,2002,22.523809523809526
8770,Water temperature,2002-08,2002,25.023809523809526
8771,Water temperature,2002-09,2002,18.854166666666668
8772,Water temperature,2002-10,2002,14.409090909090908
8773,Water temperature,2002-11,2002,12.21875
8774,Water temperature,2002-12,2002,7.095238095238095
8775,Water temperature,2003-01,2003,3.9499999999999997
8776,Water temperature,2003-02,2003,6.372222222222223
8777,Water temperature,2003-03,2003,10.476190476190476
8778,Water temperature,2003-04,2003,11.628571428571428
8779,Water temperature,2003-05,2003,18.285714285714285
8780,Water temperature,2003-06,2003,20.385714285714286
8781,Water temperature,2003-07,2003,25.795238095238098
8782,Water temperature,2003-08,2003,25.066666666666666
8783,Water temperature,2003-09,2003,20.68666666666667
8784,Water temperature,2003-10,2003,17.361904761904764
8785,Water temperature,2003-11,2003,6.523809523809524
8786,Water temperature,2003-12,2003,1.4904761904761905
8787,Water temperature,2004-01,2004,3.13125
8788,Water temperature,2004-02,2004,5.770588235294118
8789,Water temperature,2004-03,2004,9.071428571428571
8790,Water temperature,2004-04,2004,10.847619047619048
8791,Water temperature,2004-05,2004,18.34
8792,Water temperature,2004-06,2004,22.6
8793,Water temperature,2004-07,2004,26.51904761904762
8794,Water temperature,2004-08,2004,23.085714285714285
8795,Water temperature,2004-09,2004,21.46666666666667
8796,Water temperature,2004-10,2004,13.181818181818182
8797,Water temperature,2004-11,2004,8.9
8798,Water temperature,2004-12,2004,4.694444444444445
8799,Water temperature,2005-01,2005,2.0285714285714285
8800,Water temperature,2005-02,2005,1.5476190476190477
8801,Water temperature,2005-03,2005,5.1380952380952385
8802,Water temperature,2005-04,2005,9.12857142857143
8803,Water temperature,2005-05,2005,19.35238095238095
8804,Water temperature,2005-06,2005,25.36190480952381
8805,Water temperature,2005-07,2005,25.904761904761905
8806,Water temperature,2005-08,2005,25.20952380952381
8807,Water temperature,2005-09,2005,20.30952380952381
8808,Water temperature,2005-10,2005,14.461904809523809
8809,Water temperature,2005-11,2005,9.119047619047619
8810,Water temperature,2005-12,2005,6.114285714285713
8811,Water temperature,2006-01,2006,1.580952380952381
8812,Water temperature,2006-02,2006,4.738095238095238
8813,Water temperature,2006-03,2006,7.542857142857142
8814,Water temperature,2006-04,2006,12.166666666666666
8815,Water temperature,2006-05,2006,16.114285714285714
8816,Water temperature,2006-06,2006,21.11111111111111
8817,Water temperature,2006-07,2006,21.55
8818,Water temperature,2006-08,2006,24.071428571428573
8819,Water temperature,2006-09,2006,20.76666666666667
8820,Water temperature,2006-10,2006,15.552631578947368
8821,Water temperature,2006-11,2006,8.614285714285714
8822,Water temperature,2006-12,2006,3.7523809523809524
8823,Water temperature,2007-01,2007,4.347619047619047
8824,Water temperature,2007-02,2007,1.6105263157894738
8825,Water temperature,2007-03,2007,5.165
8826,Water temperature,2007-04,2007,11.678947368421053
8827,Water temperature,2007-05,2007,18.38095238095238
8828,Water temperature,2007-06,2007,20.914285714285715
8829,Water temperature,2007-07,2007,24.685714285714283
8830,Water temperature,2007-08,2007,23.98
8831,Water temperature,2007-09,2007,20.25
8832,Water temperature,2007-10,2007,13.807692307692308
8833,Water temperature,2007-11,2007,8.294736842105262
8834,Water temperature,2007-12,2007,4.533333333333333
8835,Water temperature,2008-01,2008,1.9230769230769231
8836,Water temperature,2008-02,2008,2.29375
8837,Water temperature,2008-03,2008,5.90625
8838,Water temperature,2008-04,2008,10.333333333333334
8839,Water temperature,2008-05,2008,16.445
8840,Water temperature,2008-06,2008,21.271428571428572
8841,Water temperature,2008-07,2008,25.17142857142857
8842,Water temperature,2008-08,2008,24.51111111111111
8843,Water temperature,2008-09,2008,20.545454545454547
8844,Water temperature,2008-10,2008,16.37037037037037
8845,Water temperature,2008-11,2008,10.219047619047618
8846,Water temperature,2008-12,2008,7.294117647058823
8847,Water temperature,2009-01,2009,5.322727272727272
8848,Water temperature,2009-02,2009,5.6375
8849,Water temperature,2009-03,2009,9.275
8850,Water temperature,2009-04,2009,14.270833333333334
8851,Water temperature,2009-05,2009,19.0625
8852,Water temperature,2009-06,2009,24.454166666666666
8853,Water temperature,2009-07,2009,23.879166666666666
8854,Water temperature,2009-08,2009,24.452380952380953
8855,Water temperature,2009-09,2009,19.56
8856,Water temperature,2009-10,2009,15.195652173913043
8857,Water temperature,2009-11,2009,7.533333333333332
8858,Water temperature,2009-12,2009,5.179166666666666
8859,Water temperature,2010-01,2010,1.51
8860,Water temperature,2010-02,2010,3.75
8861,Water temperature,2010-03,2010,9.67304347826087
8862,Water temperature,2010-04,2010,12.214285714285714
8863,Water temperature,2010-05,2010,17.776190476190475
8864,Water temperature,2010-06,2010,23.87272727272727
8865,Water temperature,2010-07,2010,24.0
8866,Water temperature,2010-08,2010,25.163636363636364
8867,Water temperature,2010-09,2010,20.076666666666664
8868,Water temperature,2010-10,2010,15.278571428571427
8869,Water temperature,2010-11,2010,8.129999999999999
8870,Water temperature,2010-12,2010,6.25
8871,Water temperature,2011-01,2011,4.311999999999999
8872,Water temperature,2011-02,2011,5.386206896551724
8873,Water temperature,2011-03,2011,6.826923076923077
8874,Water temperature,2011-04,2011,11.769565217391303
8875,Water temperature,2011-05,2011,20.453333333333333
8876,Water temperature,2011-06,2011,23.03103448275862
8877,Water temperature,2011-07,2011,24.681481481481484
8878,Water temperature,2011-08,2011,25.5
8879,Water temperature,2011-09,2011,21.565217391304348
8880,Water temperature,2011-10,2011,15.779166666666667
8881,Water temperature,2011-11,2011,10.786666666666667
8882,Water temperature,2011-12,2011,7.428571428571431
8883,Water temperature,2012-01,2012,3.2210526315789476
8884,Water temperature,2012-02,2012,2.169230769230769
8885,Water temperature,2012-03,2012,6.119230769230769
8886,Water temperature,2012-04,2012,13.712
8887,Water temperature,2012-05,2012,17.977777777777778
8888,Water temperature,2012-06,2012,21.3
8889,Water temperature,2012-07,2012,24.06206896551724
8890,Water temperature,2012-08,2012,25.423529411764704
8891,Water temperature,2012-09,2012,20.165384615384614
8892,Water temperature,2012-10,2012,12.255172413793105
8893,Water temperature,2012-11,2012,11.973333333333331
8894,Water temperature,2012-12,2012,6.16
8895,Water temperature,2013-01,2013,2.53
8896,Water temperature,2013-02,2013,2.0291666666666663
8897,Water temperature,2013-03,2013,6.631818181818182
8898,Water temperature,2013-04,2013,11.768181818181818
8899,Water temperature,2013-05,2013,18.142857142857142
8900,Water temperature,2013-06,2013,22.503846153846155
8901,Water temperature,2013-07,2013,25.32
8902,Water temperature,2013-08,2013,24.708695652173912
8903,Water temperature,2013-09,2013,22.61304347826087
8904,Water temperature,2013-10,2013,14.254545454545452
8905,Water temperature,2013-11,2013,8.629999999999999
8906,Water temperature,2013-12,2013,5.425
8907,Water temperature,2014-01,2014,2.9318181818181817
8908,Water temperature,2014-02,2014,1.0833333333333333
8909,Water temperature,2014-03,2014,6.325
8910,Water temperature,2014-04,2014,12.611199999999998
8911,Water temperature,2014-05,2014,18.659230769230767
8912,Water temperature,2014-06,2014,23.37037037037037
8913,Water temperature,2014-07,2014,26.657142857142855
8914,Water temperature,2014-08,2014,24.69354838709678
8915,Water temperature,2014-09,2014,22.593703703703703
8916,Water temperature,2014-10,2014,16.925
8917,Water temperature,2014-11,2014,10.905555555555557
8918,Water temperature,2014-12,2014,5.169230769230769
8919,Water temperature,2015-01,2015,2.2708333333333335
8920,Water temperature,2015-02,2015,5.033333333333334
8921,Water temperature,2015-03,2015,7.203846153846153
8922,Water temperature,2015-04,2015,9.725
8923,Water temperature,2015-05,2015,20.076923076923077
8924,Water temperature,2015-06,2015,21.68076923076923
8925,Water temperature,2015-07,2015,24.076923076923077
8926,Water temperature,2015-08,2015,26.500000000000004
8927,Water temperature,2015-09,2015,19.683333333333337
8928,Water temperature,2015-10,2015,14.45185185185185
8929,Water temperature,2015-11,2015,10.900000000000002
8930,Water temperature,2015-12,2015,4.324000000000001
8931,Water temperature,2016-01,2016,3.9923076923076923
8932,Water temperature,2016-02,2016,3.6490566037735856
8933,Water temperature,2016-03,2016,8.549056603773584
8934,Water temperature,2016-04,2016,13.174999999999999
8935,Water temperature,2016-05,2016,17.271698113207552
8936,Water temperature,2016-06,2016,21.186538461538458
8937,Water temperature,2016-07,2016,24.516129032258068
8938,Water temperature,2016-08,2016,25.215517241379306
8939,Water temperature,2016-09,2016,20.744827586206906
8940,Water temperature,2016-10,2016,15.754716981132075
8941,Water temperature,2016-11,2016,9.877999999999997
8942,Water temperature,2016-12,2016,5.260377358490565
8943,Zinc,1998-01,1998,3.0
8944,Zinc,1998-02,1998,2.142857142857143
8945,Zinc,1998-03,1998,2.142857142857143
8946,Zinc,1998-04,1998,35.54545454545455
8947,Zinc,1998-05,1998,7.0
8948,Zinc,1998-06,1998,65.0909090909091
8949,Zinc,1998-07,1998,5.875
8950,Zinc,1998-08,1998,210.29642857142858
8951,Zinc,1998-09,1998,9.25
8952,Zinc,1998-10,1998,48.57142857142857
8953,Zinc,1998-11,1998,58.5
8954,Zinc,1998-12,1998,29.400000000000002
8955,Zinc,1999-01,1999,67.0
8956,Zinc,1999-02,1999,48.666666666666664
8957,Zinc,1999-03,1999,26.733333333333334
8958,Zinc,1999-04,1999,45.8
8959,Zinc,1999-05,1999,91.13333333333334
8960,Zinc,1999-06,1999,24.666666666666668
8961,Zinc,1999-07,1999,55.72272727272727
8962,Zinc,1999-08,1999,33.67
8963,Zinc,1999-09,1999,39.214285714285715
8964,Zinc,1999-10,1999,58.42857142857143
8965,Zinc,1999-11,1999,122.14642857142857
8966,Zinc,1999-12,1999,31.357142857142858
8967,Zinc,2000-01,2000,44.57142857142857
8968,Zinc,2000-02,2000,55.06666666666667
8969,Zinc,2000-03,2000,41.13333333333333
8970,Zinc,2000-04,2000,51.333333333333336
8971,Zinc,2000-05,2000,30.133333333333333
8972,Zinc,2000-06,2000,26.2
8973,Zinc,2000-07,2000,50.666666666666664
8974,Zinc,2000-08,2000,79.73333333333333
8975,Zinc,2000-09,2000,73.66666666666667
8976,Zinc,2000-10,2000,93.66666666666667
8977,Zinc,2000-11,2000,71.93333333333334
8978,Zinc,2000-12,2000,25.866666666666667
8979,Zinc,2001-01,2001,29.5
8980,Zinc,2001-02,2001,49.666666666666664
8981,Zinc,2001-03,2001,50.25
8982,Zinc,2001-04,2001,48.93333333333333
8983,Zinc,2001-05,2001,30.0
8984,Zinc,2001-06,2001,88.66666666666667
8985,Zinc,2001-07,2001,43.46666666666667
8986,Zinc,2001-08,2001,31.8
8987,Zinc,2001-09,2001,51.61538461538461
8988,Zinc,2001-10,2001,75.5
8989,Zinc,2001-11,2001,52.06666666666667
8990,Zinc,2001-12,2001,45.2
8991,Zinc,2002-02,2002,33.0
8992,Zinc,2002-03,2002,40.94444444444444
8993,Zinc,2002-04,2002,24.11111111111111
8994,Zinc,2002-05,2002,25.153846153846153
8995,Zinc,2002-06,2002,20.055555555555557
8996,Zinc,2002-07,2002,14.108333333333334
8997,Zinc,2002-08,2002,16.494444444444447
8998,Zinc,2002-09,2002,13.238095238095237
8999,Zinc,2002-10,2002,48.03243243243244
9000,Zinc,2002-11,2002,18.615384615384617
9001,Zinc,2002-12,2002,27.5
9002,Zinc,2003-01,2003,16.055555555555557
9003,Zinc,2003-02,2003,13.5
9004,Zinc,2003-03,2003,16.72222222222222
9005,Zinc,2003-04,2003,28.166666666666668
9006,Zinc,2003-05,2003,27.62666666666667
9007,Zinc,2003-06,2003,30.823809523809523
9008,Zinc,2003-07,2003,9.261111111111113
9009,Zinc,2003-08,2003,57.573600000000006
9010,Zinc,2003-09,2003,52.98333333333333
9011,Zinc,2003-10,2003,17.400499999999997
9012,Zinc,2003-11,2003,10.342857142857143
9013,Zinc,2003-12,2003,19.428571428571427
9014,Zinc,2004-01,2004,54.25
9015,Zinc,2004-02,2004,207.0
9016,Zinc,2004-03,2004,57.53333333333333
9017,Zinc,2004-04,2004,92.04761904761905
9018,Zinc,2004-05,2004,61.523809523809526
9019,Zinc,2004-06,2004,88.33333333333333
9020,Zinc,2004-07,2004,33.95238095238095
9021,Zinc,2004-08,2004,42.23809523809524
9022,Zinc,2004-09,2004,0.0
9023,Zinc,2004-10,2004,40.0
9024,Zinc,2004-11,2004,0.0
9025,Zinc,2004-12,2004,0.0
9026,Zinc,2005-01,2005,45.65
9027,Zinc,2005-02,2005,55.77777777777778
9028,Zinc,2005-03,2005,63.904761904761905
9029,Zinc,2005-04,2005,75.71428571428571
9030,Zinc,2005-05,2005,61.333333333333336
9031,Zinc,2005-06,2005,46.19047619047619
9032,Zinc,2005-07,2005,38.57142857142857
9033,Zinc,2005-08,2005,23.833333333333332
9034,Zinc,2005-09,2005,19.55
9035,Zinc,2005-10,2005,24.80952380952381
9036,Zinc,2005-11,2005,68.42857142857143
9037,Zinc,2005-12,2005,83.28571428571429
9038,Zinc,2006-01,2006,74.19047619047619
9039,Zinc,2006-02,2006,23.952380952380953
9040,Zinc,2006-03,2006,13.095238095238095
9041,Zinc,2006-04,2006,26.61904761904762
9042,Zinc,2006-05,2006,34.93333333333333
9043,Zinc,2006-06,2006,52.38095238095238
9044,Zinc,2006-07,2006,45.476190476190474
9045,Zinc,2006-08,2006,20.047619047619047
9046,Zinc,2006-09,2006,50.76190476190476
9047,Zinc,2006-10,2006,25.38888888888889
9048,Zinc,2006-11,2006,27.285714285714285
9049,Zinc,2006-12,2006,44.95238095238095
9050,Zinc,2007-01,2007,54.666666666666664
9051,Zinc,2007-02,2007,84.47368421052632
9052,Zinc,2007-03,2007,88.19047619047619
9053,Zinc,2007-04,2007,31.36842105263158
9054,Zinc,2007-05,2007,44.15
9055,Zinc,2007-06,2007,23.523809523809526
9056,Zinc,2007-07,2007,71.47619047619048
9057,Zinc,2007-08,2007,34.111111111111114
9058,Zinc,2007-09,2007,55.333333333333336
9059,Zinc,2007-10,2007,27.8125
9060,Zinc,2007-11,2007,13.0
9061,Zinc,2007-12,2007,13.666666666666666
9062,Zinc,2008-01,2008,19.444444444444443
9063,Zinc,2008-02,2008,9.975
9064,Zinc,2008-04,2008,17.88888888888889
9065,Zinc,2008-05,2008,23.720000000000002
9066,Zinc,2008-06,2008,16.380000000000003
9067,Zinc,2008-09,2008,8.236363636363636
9068,Zinc,2008-10,2008,4.009090909090909
9069,Zinc,2008-11,2008,5.000000000000001
9070,Zinc,2008-12,2008,3.1399999999999997
9071,Zinc,2009-01,2009,171.0
9072,Zinc,2009-02,2009,37.5
9073,Zinc,2009-03,2009,50.0
9074,Zinc,2009-04,2009,15.846153846153847
9075,Zinc,2009-05,2009,20.153846153846153
9076,Zinc,2009-06,2009,6.3999999999999995
9077,Zinc,2009-07,2009,10.676923076923078
9078,Zinc,2009-08,2009,3.1666666666666665
9079,Zinc,2009-09,2009,26.53846153846154
9080,Zinc,2009-10,2009,3.0923076923076924
9081,Zinc,2009-11,2009,10.0
9082,Zinc,2009-12,2009,2.1666666666666665
9083,Zinc,2010-01,2010,54.24285714285714
9084,Zinc,2010-02,2010,46.346666666666664
9085,Zinc,2010-03,2010,11.14666666666667
9086,Zinc,2010-04,2010,11.552777777777779
9087,Zinc,2010-05,2010,17.11176470588235
9088,Zinc,2010-06,2010,31.04444444444444
9089,Zinc,2010-07,2010,8.600000000000001
9090,Zinc,2010-08,2010,16.32482777777778
9091,Zinc,2010-09,2010,18.189925
9092,Zinc,2010-10,2010,12.412473684210525
9093,Zinc,2010-11,2010,22.8923125
9094,Zinc,2010-12,2010,6.770714285714286
9095,Zinc,2011-01,2011,13.248141176470588
9096,Zinc,2011-02,2011,56.971000000000004
9097,Zinc,2011-03,2011,8.938
9098,Zinc,2011-04,2011,29.415641176470587
9099,Zinc,2011-05,2011,29.986250000000002
9100,Zinc,2011-06,2011,126.61052631578947
9101,Zinc,2011-07,2011,15.3694
9102,Zinc,2011-08,2011,7.790321052631579
9103,Zinc,2011-09,2011,10.711511111111113
9104,Zinc,2011-10,2011,8.646153846153846
9105,Zinc,2011-11,2011,5.365
9106,Zinc,2011-12,2011,5.401800000000001
9107,Zinc,2012-01,2012,4.826846153846154
9108,Zinc,2012-02,2012,6.421052631578948
9109,Zinc,2012-03,2012,42.528571428571425
9110,Zinc,2012-04,2012,63.70000000000001
9111,Zinc,2012-05,2012,61.4
9112,Zinc,2012-06,2012,25.044444444444444
9113,Zinc,2012-07,2012,28.46666666666667
9114,Zinc,2012-08,2012,34.04
9115,Zinc,2012-09,2012,44.438599999999994
9116,Zinc,2012-10,2012,50.653333333333336
9117,Zinc,2012-11,2012,39.17666666666667
9118,Zinc,2012-12,2012,61.125
9119,Zinc,2013-01,2013,49.923333333333325
9120,Zinc,2013-02,2013,97.11166666666666
9121,Zinc,2013-03,2013,61.160000000000004
9122,Zinc,2013-04,2013,34.84233333333333
9123,Zinc,2013-05,2013,48.205000000000005
9124,Zinc,2013-06,2013,53.877166666666675
9125,Zinc,2013-07,2013,30.64
9126,Zinc,2013-08,2013,13.559999999999999
9127,Zinc,2013-09,2013,27.598750000000003
9128,Zinc,2013-10,2013,38.611111111111114
9129,Zinc,2013-11,2013,97.13333333333334
9130,Zinc,2013-12,2013,78.13333333333334
9131,Zinc,2014-01,2014,40.289857142857144
9132,Zinc,2014-02,2014,46.175
9133,Zinc,2014-03,2014,26.0
9134,Zinc,2014-04,2014,33.65
9135,Zinc,2014-05,2014,18.599999999999998
9136,Zinc,2014-06,2014,35.6925
9137,Zinc,2014-07,2014,42.28888888888889
9138,Zinc,2014-08,2014,33.38
9139,Zinc,2014-09,2014,36.14454545454545
9140,Zinc,2014-10,2014,40.35
9141,Zinc,2014-11,2014,49.205000000000005
9142,Zinc,2014-12,2014,48.21230769230769
9143,Zinc,2015-01,2015,15.0
9144,Zinc,2015-02,2015,67.25666666666667
9145,Zinc,2015-03,2015,157.47
9146,Zinc,2015-04,2015,58.0
9147,Zinc,2015-05,2015,44.41
9148,Zinc,2015-06,2015,14.0
9149,Zinc,2015-07,2015,75.0
9150,Zinc,2015-08,2015,30.24333333333333
9151,Zinc,2015-09,2015,71.695
9152,Zinc,2015-10,2015,15.0
9153,Zinc,2015-11,2015,36.0
9154,Zinc,2015-12,2015,44.0
9155,Zinc,2016-01,2016,12.666666666666666
9156,Zinc,2016-02,2016,4.333333333333333
9157,Zinc,2016-03,2016,0.0
9158,Zinc,2016-04,2016,0.0
9159,Zinc,2016-05,2016,0.0
9160,Zinc,2016-06,2016,0.0
9161,Zinc,2016-07,2016,0.0
9162,Zinc,2016-08,2016,0.0
9163,Zinc,2016-09,2016,0.0
9164,Zinc,2016-10,2016,0.0
9165,Zinc,2016-11,2016,9.5
9166,Zinc,2016-12,2016,0.0
9167,alpha-Hexachlorocyclohexane,2005-01,2005,0.047222222222222214
9168,alpha-Hexachlorocyclohexane,2005-02,2005,0.021733333333333334
9169,alpha-Hexachlorocyclohexane,2005-03,2005,0.006666666666666667
9170,alpha-Hexachlorocyclohexane,2005-04,2005,0.026904761904761907
9171,alpha-Hexachlorocyclohexane,2005-05,2005,0.012476190476190478
9172,alpha-Hexachlorocyclohexane,2005-06,2005,0.028449999999999996
9173,alpha-Hexachlorocyclohexane,2005-07,2005,0.048428571428571425
9174,alpha-Hexachlorocyclohexane,2005-08,2005,0.004333333333333333
9175,alpha-Hexachlorocyclohexane,2005-09,2005,0.01185
9176,alpha-Hexachlorocyclohexane,2005-10,2005,0.2232222222222222
9177,alpha-Hexachlorocyclohexane,2005-11,2005,0.0391
9178,alpha-Hexachlorocyclohexane,2005-12,2005,0.06339999999999998
9179,alpha-Hexachlorocyclohexane,2006-01,2006,0.02242857142857143
9180,alpha-Hexachlorocyclohexane,2006-02,2006,0.019166666666666665
9181,alpha-Hexachlorocyclohexane,2006-03,2006,0.038571428571428576
9182,alpha-Hexachlorocyclohexane,2006-04,2006,0.03916666666666666
9183,alpha-Hexachlorocyclohexane,2006-05,2006,0.025375
9184,alpha-Hexachlorocyclohexane,2006-06,2006,0.010750000000000001
9185,alpha-Hexachlorocyclohexane,2006-07,2006,0.01604761904761905
9186,alpha-Hexachlorocyclohexane,2006-08,2006,0.011285714285714286
9187,alpha-Hexachlorocyclohexane,2006-09,2006,0.0175
9188,alpha-Hexachlorocyclohexane,2006-10,2006,0.0065000000000000014
9189,alpha-Hexachlorocyclohexane,2006-11,2006,0.007428571428571431
9190,alpha-Hexachlorocyclohexane,2006-12,2006,0.009611111111111114
9191,alpha-Hexachlorocyclohexane,2007-01,2007,0.013052631578947371
9192,alpha-Hexachlorocyclohexane,2007-02,2007,0.027625000000000007
9193,alpha-Hexachlorocyclohexane,2007-03,2007,0.017952380952380956
9194,alpha-Hexachlorocyclohexane,2007-04,2007,0.005000000000000001
9195,alpha-Hexachlorocyclohexane,2007-05,2007,0.005
9196,alpha-Hexachlorocyclohexane,2007-06,2007,0.007000000000000002
9197,alpha-Hexachlorocyclohexane,2007-07,2007,0.005000000000000001
9198,alpha-Hexachlorocyclohexane,2007-08,2007,0.005333333333333334
9199,alpha-Hexachlorocyclohexane,2007-09,2007,0.005333333333333335
9200,alpha-Hexachlorocyclohexane,2007-10,2007,0.005
9201,alpha-Hexachlorocyclohexane,2007-11,2007,0.005000000000000001
9202,alpha-Hexachlorocyclohexane,2007-12,2007,0.005000000000000001
9203,alpha-Hexachlorocyclohexane,2012-02,2012,0.01
9204,beta-Hexaxchlorocyclohexane,2005-01,2005,0.053611111111111116
9205,beta-Hexaxchlorocyclohexane,2005-02,2005,0.07666666666666666
9206,beta-Hexaxchlorocyclohexane,2005-03,2005,0.07571428571428573
