id,chemical,year,location,value
45661,Total coliforms,2010-09,Kohsoom,490.0
45662,Total coliforms,2010-10,Boonsri,3.1999999999999997
45663,Total coliforms,2010-10,Kohsoom,13000.0
45664,Total coliforms,2010-11,Boonsri,3.3
45665,Total coliforms,2010-12,Boonsri,3.0
45666,Total coliforms,2010-12,Kohsoom,1100.0
45667,Total coliforms,2011-01,Boonsri,2.2666666666666666
45668,Total coliforms,2011-01,Decha,16.0
45669,Total coliforms,2011-01,Kohsoom,330.0
45670,Total coliforms,2011-02,Boonsri,3.133333333333333
45671,Total coliforms,2011-02,Decha,1.95
45672,Total coliforms,2011-02,Kohsoom,700.0
45673,Total coliforms,2011-03,Boonsri,5.400000000000001
45674,Total coliforms,2011-03,Decha,3.5
45675,Total coliforms,2011-03,Kohsoom,790.0
45676,Total coliforms,2011-04,Decha,3.5
45677,Total coliforms,2011-04,Kohsoom,1100.0
45678,Total coliforms,2011-05,Boonsri,2.9333333333333336
45679,Total coliforms,2011-05,Decha,1.1
45680,Total coliforms,2011-05,Kohsoom,1300.0
45681,Total coliforms,2011-06,Boonsri,8.633333333333333
45682,Total coliforms,2011-06,Decha,5.4
45683,Total coliforms,2011-06,Kohsoom,490.0
45684,Total coliforms,2011-07,Boonsri,14.666666666666666
45685,Total coliforms,2011-07,Decha,5.4
45686,Total coliforms,2011-07,Kohsoom,24.0
45687,Total coliforms,2011-08,Boonsri,30.333333333333332
45688,Total coliforms,2011-08,Decha,5.4
45689,Total coliforms,2011-08,Kohsoom,79.0
45690,Total coliforms,2011-09,Boonsri,5.400000000000001
45691,Total coliforms,2011-09,Decha,1.4
45692,Total coliforms,2011-09,Kohsoom,2400.0
45693,Total coliforms,2011-10,Boonsri,10.9
45694,Total coliforms,2011-10,Decha,280.0
45695,Total coliforms,2011-10,Kohsoom,1300.0
45696,Total coliforms,2011-11,Boonsri,3.5666666666666664
45697,Total coliforms,2011-11,Decha,360.0
45698,Total coliforms,2011-11,Kohsoom,240.0
45699,Total coliforms,2011-12,Boonsri,3.033333333333333
45700,Total coliforms,2011-12,Decha,445.0
45701,Total coliforms,2011-12,Kohsoom,79.0
45702,Total coliforms,2012-01,Boonsri,3.3
45703,Total coliforms,2012-01,Chai,3.893333333333333
45704,Total coliforms,2012-01,Kohsoom,7.9
45705,Total coliforms,2012-02,Boonsri,3.893333333333333
45706,Total coliforms,2012-02,Kohsoom,49.0
45707,Total coliforms,2012-03,Boonsri,5.673333333333333
45708,Total coliforms,2012-03,Kohsoom,33.0
45709,Total coliforms,2012-04,Boonsri,6.406666666666666
45710,Total coliforms,2012-04,Kohsoom,13.0
45711,Total coliforms,2012-05,Boonsri,6.966666666666666
45712,Total coliforms,2012-05,Chai,7.073333333333333
45713,Total coliforms,2012-05,Kohsoom,790.0
45714,Total coliforms,2012-06,Boonsri,6.033333333333334
45715,Total coliforms,2012-06,Kohsoom,790.0
45716,Total coliforms,2012-07,Boonsri,10.333333333333334
45717,Total coliforms,2012-07,Kohsoom,240.0
45718,Total coliforms,2012-08,Boonsri,13.566666666666668
45719,Total coliforms,2012-08,Kohsoom,1100.0
45720,Total coliforms,2012-09,Boonsri,8.866666666666667
45721,Total coliforms,2012-09,Kohsoom,1700.0
45722,Total coliforms,2012-10,Boonsri,5.946666666666666
45723,Total coliforms,2012-10,Kohsoom,340.0
45724,Total coliforms,2012-11,Boonsri,4.5
45725,Total coliforms,2012-11,Kohsoom,270.0
45726,Total coliforms,2012-12,Boonsri,7.0
45727,Total coliforms,2012-12,Kohsoom,170.0
45728,Total coliforms,2013-01,Boonsri,3.2366666666666664
45729,Total coliforms,2013-01,Kohsoom,130.0
45730,Total coliforms,2013-02,Boonsri,4.49
45731,Total coliforms,2013-02,Kohsoom,170.0
45732,Total coliforms,2013-03,Boonsri,1.313
45733,Total coliforms,2013-03,Kohsoom,130.0
45734,Total coliforms,2013-04,Boonsri,3.893333333333333
45735,Total coliforms,2013-04,Kohsoom,170.0
45736,Total coliforms,2013-05,Boonsri,4.64
45737,Total coliforms,2013-05,Kohsoom,490.0
45738,Total coliforms,2013-06,Boonsri,9.1
45739,Total coliforms,2013-06,Kohsoom,1300.0
45740,Total coliforms,2013-07,Boonsri,16.266666666666666
45741,Total coliforms,2013-07,Kohsoom,2400.0
45742,Total coliforms,2013-08,Boonsri,21.99666666666667
45743,Total coliforms,2013-08,Kohsoom,33.0
45744,Total coliforms,2013-09,Boonsri,8.533333333333333
45745,Total coliforms,2013-09,Kohsoom,240.0
45746,Total coliforms,2013-10,Boonsri,5.1466666666666665
45747,Total coliforms,2013-11,Boonsri,2.2033333333333336
45748,Total coliforms,2013-12,Boonsri,2.31
45749,Total dissolved phosphorus,2015-01,Boonsri,0.091
45750,Total dissolved phosphorus,2015-01,Busarakhan,0.058
45751,Total dissolved phosphorus,2015-01,Chai,0.06916666666666667
45752,Total dissolved phosphorus,2015-01,Kannika,0.062
45753,Total dissolved phosphorus,2015-01,Kohsoom,0.2258
45754,Total dissolved phosphorus,2015-01,Sakda,0.04766666666666667
45755,Total dissolved phosphorus,2015-01,Somchair,0.051500000000000004
45756,Total dissolved phosphorus,2015-02,Boonsri,0.1645
45757,Total dissolved phosphorus,2015-02,Busarakhan,0.0895
45758,Total dissolved phosphorus,2015-02,Chai,0.06083333333333333
45759,Total dissolved phosphorus,2015-02,Kannika,0.04900000000000001
45760,Total dissolved phosphorus,2015-02,Kohsoom,0.187
45761,Total dissolved phosphorus,2015-02,Sakda,0.04033333333333333
45762,Total dissolved phosphorus,2015-02,Somchair,0.067
45763,Total dissolved phosphorus,2015-03,Boonsri,0.14266666666666666
45764,Total dissolved phosphorus,2015-03,Busarakhan,0.056999999999999995
45765,Total dissolved phosphorus,2015-03,Chai,0.07466666666666666
45766,Total dissolved phosphorus,2015-03,Kannika,0.04633333333333334
45767,Total dissolved phosphorus,2015-03,Kohsoom,0.0783
45768,Total dissolved phosphorus,2015-03,Sakda,0.08966666666666667
45769,Total dissolved phosphorus,2015-03,Somchair,0.0565
45770,Total dissolved phosphorus,2015-04,Boonsri,0.0565
45771,Total dissolved phosphorus,2015-04,Busarakhan,0.038
45772,Total dissolved phosphorus,2015-04,Chai,0.06633333333333334
45773,Total dissolved phosphorus,2015-04,Kannika,0.06733333333333334
45774,Total dissolved phosphorus,2015-04,Kohsoom,0.1306
45775,Total dissolved phosphorus,2015-04,Sakda,0.06
45776,Total dissolved phosphorus,2015-04,Somchair,0.0385
45777,Total dissolved phosphorus,2015-05,Boonsri,0.047999999999999994
45778,Total dissolved phosphorus,2015-05,Busarakhan,0.051000000000000004
45779,Total dissolved phosphorus,2015-05,Chai,0.0635
45780,Total dissolved phosphorus,2015-05,Kannika,0.041666666666666664
45781,Total dissolved phosphorus,2015-05,Kohsoom,0.3108
45782,Total dissolved phosphorus,2015-05,Sakda,0.04
45783,Total dissolved phosphorus,2015-05,Somchair,0.06
45784,Total dissolved phosphorus,2015-06,Boonsri,0.05566666666666667
45785,Total dissolved phosphorus,2015-06,Busarakhan,0.07150000000000001
45786,Total dissolved phosphorus,2015-06,Chai,0.035
45787,Total dissolved phosphorus,2015-06,Kannika,0.067
45788,Total dissolved phosphorus,2015-06,Kohsoom,0.2206
45789,Total dissolved phosphorus,2015-06,Sakda,0.07566666666666667
45790,Total dissolved phosphorus,2015-06,Somchair,0.172
45791,Total dissolved phosphorus,2015-07,Boonsri,0.04066666666666666
45792,Total dissolved phosphorus,2015-07,Busarakhan,0.047
45793,Total dissolved phosphorus,2015-07,Chai,0.032999999999999995
45794,Total dissolved phosphorus,2015-07,Kannika,0.09033333333333333
45795,Total dissolved phosphorus,2015-07,Kohsoom,0.285
45796,Total dissolved phosphorus,2015-07,Sakda,0.07366666666666667
45797,Total dissolved phosphorus,2015-07,Somchair,0.0325
45798,Total dissolved phosphorus,2015-08,Boonsri,0.043666666666666666
45799,Total dissolved phosphorus,2015-08,Busarakhan,0.06233333333333333
45800,Total dissolved phosphorus,2015-08,Chai,0.030111111111111113
45801,Total dissolved phosphorus,2015-08,Kannika,0.04
45802,Total dissolved phosphorus,2015-08,Kohsoom,0.57
45803,Total dissolved phosphorus,2015-08,Sakda,0.03966666666666666
45804,Total dissolved phosphorus,2015-08,Somchair,0.01966666666666667
45805,Total dissolved phosphorus,2015-09,Boonsri,0.056249999999999994
45806,Total dissolved phosphorus,2015-09,Busarakhan,0.0605
45807,Total dissolved phosphorus,2015-09,Chai,0.03016666666666667
45808,Total dissolved phosphorus,2015-09,Kannika,0.053
45809,Total dissolved phosphorus,2015-09,Kohsoom,0.4072
45810,Total dissolved phosphorus,2015-09,Sakda,0.059666666666666666
45811,Total dissolved phosphorus,2015-09,Somchair,0.081
45812,Total dissolved phosphorus,2015-10,Boonsri,0.04928571428571429
45813,Total dissolved phosphorus,2015-10,Busarakhan,0.0695
45814,Total dissolved phosphorus,2015-10,Chai,0.05266666666666667
45815,Total dissolved phosphorus,2015-10,Kannika,0.07300000000000001
45816,Total dissolved phosphorus,2015-10,Kohsoom,0.17600000000000002
45817,Total dissolved phosphorus,2015-10,Sakda,0.105
45818,Total dissolved phosphorus,2015-10,Somchair,0.0385
45819,Total dissolved phosphorus,2015-11,Boonsri,0.055799999999999995
45820,Total dissolved phosphorus,2015-11,Busarakhan,0.034333333333333334
45821,Total dissolved phosphorus,2015-11,Chai,0.06033333333333332
45822,Total dissolved phosphorus,2015-11,Kannika,0.08233333333333333
45823,Total dissolved phosphorus,2015-11,Kohsoom,0.2479
45824,Total dissolved phosphorus,2015-11,Sakda,0.08900000000000001
45825,Total dissolved phosphorus,2015-11,Somchair,0.023333333333333334
45826,Total dissolved phosphorus,2015-12,Boonsri,0.05299999999999999
45827,Total dissolved phosphorus,2015-12,Busarakhan,0.041999999999999996
45828,Total dissolved phosphorus,2015-12,Chai,0.0395
45829,Total dissolved phosphorus,2015-12,Kannika,0.08166666666666667
45830,Total dissolved phosphorus,2015-12,Kohsoom,0.3298
45831,Total dissolved phosphorus,2015-12,Sakda,0.07966666666666666
45832,Total dissolved phosphorus,2015-12,Somchair,0.013500000000000002
45833,Total dissolved phosphorus,2016-01,Boonsri,0.05499999999999999
45834,Total dissolved phosphorus,2016-01,Kannika,0.07100000000000001
45835,Total dissolved phosphorus,2016-01,Kohsoom,0.2274
45836,Total dissolved phosphorus,2016-01,Sakda,0.06166666666666667
45837,Total dissolved phosphorus,2016-02,Boonsri,0.0385
45838,Total dissolved phosphorus,2016-02,Busarakhan,0.06633333333333334
45839,Total dissolved phosphorus,2016-02,Kannika,0.07166666666666667
45840,Total dissolved phosphorus,2016-02,Kohsoom,0.1029
45841,Total dissolved phosphorus,2016-02,Sakda,0.07133333333333335
45842,Total dissolved phosphorus,2016-02,Somchair,0.04933333333333333
45843,Total dissolved phosphorus,2016-03,Boonsri,0.013750000000000002
45844,Total dissolved phosphorus,2016-03,Busarakhan,0.04
45845,Total dissolved phosphorus,2016-03,Kannika,0.08
45846,Total dissolved phosphorus,2016-03,Kohsoom,0.221
45847,Total dissolved phosphorus,2016-03,Sakda,0.09033333333333333
45848,Total dissolved phosphorus,2016-03,Somchair,0.079
45849,Total dissolved phosphorus,2016-04,Boonsri,0.05424999999999999
45850,Total dissolved phosphorus,2016-04,Busarakhan,0.0685
45851,Total dissolved phosphorus,2016-04,Kannika,0.07600000000000001
45852,Total dissolved phosphorus,2016-04,Kohsoom,0.1741
45853,Total dissolved phosphorus,2016-04,Sakda,0.08066666666666666
45854,Total dissolved phosphorus,2016-04,Somchair,0.09
45855,Total dissolved phosphorus,2016-05,Boonsri,0.03025
45856,Total dissolved phosphorus,2016-05,Busarakhan,0.05
45857,Total dissolved phosphorus,2016-05,Chai,0.07083333333333335
45858,Total dissolved phosphorus,2016-05,Kannika,0.08166666666666667
45859,Total dissolved phosphorus,2016-05,Kohsoom,0.1615
45860,Total dissolved phosphorus,2016-05,Sakda,0.08166666666666667
45861,Total dissolved phosphorus,2016-05,Somchair,0.064
45862,Total dissolved phosphorus,2016-06,Boonsri,0.040249999999999994
45863,Total dissolved phosphorus,2016-06,Busarakhan,0.0605
45864,Total dissolved phosphorus,2016-06,Chai,0.08216666666666667
45865,Total dissolved phosphorus,2016-06,Kannika,0.10100000000000002
45866,Total dissolved phosphorus,2016-06,Kohsoom,0.442
45867,Total dissolved phosphorus,2016-06,Sakda,0.058666666666666666
45868,Total dissolved phosphorus,2016-06,Somchair,0.05
45869,Total dissolved phosphorus,2016-07,Boonsri,0.03411111111111111
45870,Total dissolved phosphorus,2016-07,Busarakhan,0.15933333333333333
45871,Total dissolved phosphorus,2016-07,Chai,0.03655555555555555
45872,Total dissolved phosphorus,2016-07,Kannika,0.08800000000000001
45873,Total dissolved phosphorus,2016-07,Kohsoom,0.2232
45874,Total dissolved phosphorus,2016-07,Sakda,0.06066666666666667
45875,Total dissolved phosphorus,2016-07,Somchair,0.12133333333333333
45876,Total dissolved phosphorus,2016-08,Boonsri,0.05222222222222221
45877,Total dissolved phosphorus,2016-08,Busarakhan,0.1575
45878,Total dissolved phosphorus,2016-08,Chai,0.09483333333333334
45879,Total dissolved phosphorus,2016-08,Kannika,0.09300000000000001
45880,Total dissolved phosphorus,2016-08,Kohsoom,0.1471
45881,Total dissolved phosphorus,2016-08,Sakda,0.09966666666666667
45882,Total dissolved phosphorus,2016-08,Somchair,0.057
45883,Total dissolved phosphorus,2016-09,Boonsri,0.05316666666666666
45884,Total dissolved phosphorus,2016-09,Busarakhan,0.05833333333333333
45885,Total dissolved phosphorus,2016-09,Chai,0.06766666666666667
45886,Total dissolved phosphorus,2016-09,Kannika,0.07866666666666666
45887,Total dissolved phosphorus,2016-09,Kohsoom,0.3298
45888,Total dissolved phosphorus,2016-09,Sakda,0.09300000000000001
45889,Total dissolved phosphorus,2016-09,Somchair,0.034
45890,Total dissolved phosphorus,2016-10,Boonsri,0.06575
45891,Total dissolved phosphorus,2016-10,Busarakhan,0.06
45892,Total dissolved phosphorus,2016-10,Chai,0.06083333333333333
45893,Total dissolved phosphorus,2016-10,Kannika,0.077
45894,Total dissolved phosphorus,2016-10,Kohsoom,0.1608
45895,Total dissolved phosphorus,2016-10,Sakda,0.07200000000000001
45896,Total dissolved phosphorus,2016-10,Somchair,0.031
45897,Total dissolved phosphorus,2016-11,Boonsri,0.089
45898,Total dissolved phosphorus,2016-11,Busarakhan,0.0605
45899,Total dissolved phosphorus,2016-11,Chai,0.07033333333333334
45900,Total dissolved phosphorus,2016-11,Kannika,0.08166666666666667
45901,Total dissolved phosphorus,2016-11,Kohsoom,0.2864
45902,Total dissolved phosphorus,2016-11,Sakda,0.09999999999999999
45903,Total dissolved phosphorus,2016-11,Somchair,0.0435
45904,Total dissolved phosphorus,2016-12,Boonsri,0.05075
45905,Total dissolved phosphorus,2016-12,Busarakhan,0.06
45906,Total dissolved phosphorus,2016-12,Chai,0.05716666666666667
45907,Total dissolved phosphorus,2016-12,Kannika,0.08733333333333333
45908,Total dissolved phosphorus,2016-12,Kohsoom,0.1144
45909,Total dissolved phosphorus,2016-12,Sakda,0.08566666666666667
45910,Total dissolved phosphorus,2016-12,Somchair,0.0745
45911,Total dissolved salts,2005-01,Boonsri,237.5
45912,Total dissolved salts,2005-01,Busarakhan,527.0
45913,Total dissolved salts,2005-01,Chai,272.3333333333333
45914,Total dissolved salts,2005-01,Kannika,319.6666666666667
45915,Total dissolved salts,2005-01,Kohsoom,358.0
45916,Total dissolved salts,2005-01,Sakda,316.3333333333333
45917,Total dissolved salts,2005-01,Somchair,511.0
45918,Total dissolved salts,2005-02,Boonsri,277.1666666666667
45919,Total dissolved salts,2005-02,Busarakhan,642.0
45920,Total dissolved salts,2005-02,Chai,308.6666666666667
45921,Total dissolved salts,2005-02,Kannika,323.6666666666667
45922,Total dissolved salts,2005-02,Kohsoom,435.0
45923,Total dissolved salts,2005-02,Sakda,313.6666666666667
45924,Total dissolved salts,2005-02,Somchair,623.0
45925,Total dissolved salts,2005-03,Boonsri,269.1666666666667
45926,Total dissolved salts,2005-03,Busarakhan,696.0
45927,Total dissolved salts,2005-03,Chai,354.3333333333333
45928,Total dissolved salts,2005-03,Kannika,337.3333333333333
45929,Total dissolved salts,2005-03,Kohsoom,349.0
45930,Total dissolved salts,2005-03,Sakda,331.3333333333333
45931,Total dissolved salts,2005-03,Somchair,452.0
45932,Total dissolved salts,2005-04,Boonsri,247.16666666666666
45933,Total dissolved salts,2005-04,Busarakhan,641.0
45934,Total dissolved salts,2005-04,Chai,316.0
45935,Total dissolved salts,2005-04,Kannika,345.0
45936,Total dissolved salts,2005-04,Kohsoom,373.0
45937,Total dissolved salts,2005-04,Sakda,332.0
45938,Total dissolved salts,2005-04,Somchair,424.0
45939,Total dissolved salts,2005-05,Boonsri,198.83333333333334
45940,Total dissolved salts,2005-05,Busarakhan,387.0
45941,Total dissolved salts,2005-05,Chai,282.1666666666667
45942,Total dissolved salts,2005-05,Kannika,295.6666666666667
45943,Total dissolved salts,2005-05,Kohsoom,407.0
45944,Total dissolved salts,2005-05,Sakda,297.6666666666667
45945,Total dissolved salts,2005-05,Somchair,434.0
45946,Total dissolved salts,2005-06,Boonsri,187.5
45947,Total dissolved salts,2005-06,Busarakhan,317.0
45948,Total dissolved salts,2005-06,Chai,259.5
45949,Total dissolved salts,2005-06,Kannika,260.0
45950,Total dissolved salts,2005-06,Kohsoom,347.0
45951,Total dissolved salts,2005-06,Sakda,258.3333333333333
45952,Total dissolved salts,2005-06,Somchair,384.0
45953,Total dissolved salts,2005-07,Boonsri,193.83333333333334
45954,Total dissolved salts,2005-07,Busarakhan,359.0
45955,Total dissolved salts,2005-07,Chai,249.5
45956,Total dissolved salts,2005-07,Kannika,268.0
45957,Total dissolved salts,2005-07,Kohsoom,363.0
45958,Total dissolved salts,2005-07,Sakda,329.6666666666667
45959,Total dissolved salts,2005-07,Somchair,365.0
45960,Total dissolved salts,2005-08,Boonsri,193.0
45961,Total dissolved salts,2005-08,Busarakhan,364.0
45962,Total dissolved salts,2005-08,Chai,270.0
45963,Total dissolved salts,2005-08,Kannika,254.66666666666666
45964,Total dissolved salts,2005-08,Kohsoom,357.0
45965,Total dissolved salts,2005-08,Sakda,463.0
45966,Total dissolved salts,2005-08,Somchair,380.0
45967,Total dissolved salts,2005-09,Boonsri,215.0
45968,Total dissolved salts,2005-09,Busarakhan,374.0
45969,Total dissolved salts,2005-09,Chai,232.66666666666666
45970,Total dissolved salts,2005-09,Kannika,236.0
45971,Total dissolved salts,2005-09,Kohsoom,432.0
45972,Total dissolved salts,2005-09,Sakda,843.3333333333334
45973,Total dissolved salts,2005-09,Somchair,364.0
45974,Total dissolved salts,2005-10,Boonsri,255.0
45975,Total dissolved salts,2005-10,Busarakhan,567.0
45976,Total dissolved salts,2005-10,Chai,269.6666666666667
45977,Total dissolved salts,2005-10,Kannika,412.3333333333333
45978,Total dissolved salts,2005-10,Kohsoom,382.0
45979,Total dissolved salts,2005-10,Sakda,828.0
45980,Total dissolved salts,2005-10,Somchair,808.0
45981,Total dissolved salts,2005-11,Boonsri,228.16666666666666
45982,Total dissolved salts,2005-11,Busarakhan,400.0
45983,Total dissolved salts,2005-11,Chai,264.8333333333333
45984,Total dissolved salts,2005-11,Kannika,273.6666666666667
45985,Total dissolved salts,2005-11,Kohsoom,435.0
45986,Total dissolved salts,2005-11,Sakda,280.0
45987,Total dissolved salts,2005-11,Somchair,488.0
45988,Total dissolved salts,2005-12,Boonsri,248.0
45989,Total dissolved salts,2005-12,Busarakhan,445.0
45990,Total dissolved salts,2005-12,Chai,263.8333333333333
45991,Total dissolved salts,2005-12,Kannika,295.6666666666667
45992,Total dissolved salts,2005-12,Kohsoom,428.0
45993,Total dissolved salts,2005-12,Sakda,307.0
45994,Total dissolved salts,2005-12,Somchair,470.0
45995,Total dissolved salts,2006-01,Boonsri,250.16666666666666
45996,Total dissolved salts,2006-01,Busarakhan,413.0
45997,Total dissolved salts,2006-01,Chai,247.66666666666666
45998,Total dissolved salts,2006-01,Kannika,272.3333333333333
45999,Total dissolved salts,2006-01,Kohsoom,362.0
46000,Total dissolved salts,2006-01,Sakda,275.0
46001,Total dissolved salts,2006-01,Somchair,554.0
46002,Total dissolved salts,2006-02,Boonsri,225.16666666666666
46003,Total dissolved salts,2006-02,Busarakhan,626.0
46004,Total dissolved salts,2006-02,Chai,322.5
46005,Total dissolved salts,2006-02,Kannika,257.3333333333333
46006,Total dissolved salts,2006-02,Kohsoom,378.0
46007,Total dissolved salts,2006-02,Sakda,260.3333333333333
46008,Total dissolved salts,2006-02,Somchair,600.0
46009,Total dissolved salts,2006-03,Boonsri,228.5
46010,Total dissolved salts,2006-03,Busarakhan,531.0
46011,Total dissolved salts,2006-03,Chai,317.5
46012,Total dissolved salts,2006-03,Kannika,354.3333333333333
46013,Total dissolved salts,2006-03,Kohsoom,358.0
46014,Total dissolved salts,2006-03,Sakda,343.0
46015,Total dissolved salts,2006-03,Somchair,408.0
46016,Total dissolved salts,2006-04,Boonsri,195.83333333333334
46017,Total dissolved salts,2006-04,Busarakhan,464.0
46018,Total dissolved salts,2006-04,Chai,304.5
46019,Total dissolved salts,2006-04,Kannika,263.6666666666667
46020,Total dissolved salts,2006-04,Kohsoom,423.0
46021,Total dissolved salts,2006-04,Sakda,285.6666666666667
46022,Total dissolved salts,2006-04,Somchair,600.0
46023,Total dissolved salts,2006-05,Boonsri,211.16666666666666
46024,Total dissolved salts,2006-05,Busarakhan,360.0
46025,Total dissolved salts,2006-05,Chai,254.33333333333334
46026,Total dissolved salts,2006-05,Kannika,265.3333333333333
46027,Total dissolved salts,2006-05,Kohsoom,369.0
46028,Total dissolved salts,2006-05,Sakda,292.0
46029,Total dissolved salts,2006-05,Somchair,485.0
46030,Total dissolved salts,2006-06,Boonsri,213.0
46031,Total dissolved salts,2006-06,Busarakhan,465.0
46032,Total dissolved salts,2006-06,Chai,274.0
46033,Total dissolved salts,2006-06,Kannika,260.6666666666667
46034,Total dissolved salts,2006-06,Kohsoom,354.0
46035,Total dissolved salts,2006-06,Sakda,273.6666666666667
46036,Total dissolved salts,2006-06,Somchair,470.0
46037,Total dissolved salts,2006-07,Boonsri,217.16666666666666
46038,Total dissolved salts,2006-07,Busarakhan,403.0
46039,Total dissolved salts,2006-07,Chai,245.0
46040,Total dissolved salts,2006-07,Kannika,268.3333333333333
46041,Total dissolved salts,2006-07,Sakda,264.0
46042,Total dissolved salts,2006-07,Somchair,521.0
46043,Total dissolved salts,2006-08,Boonsri,561.6666666666666
46044,Total dissolved salts,2006-08,Busarakhan,355.0
46045,Total dissolved salts,2006-08,Chai,291.6666666666667
46046,Total dissolved salts,2006-08,Kannika,334.0
46047,Total dissolved salts,2006-08,Kohsoom,358.0
46048,Total dissolved salts,2006-08,Sakda,269.0
46049,Total dissolved salts,2006-08,Somchair,0.0
46050,Total dissolved salts,2006-09,Boonsri,272.6666666666667
46051,Total dissolved salts,2006-09,Busarakhan,372.0
46052,Total dissolved salts,2006-09,Chai,321.1666666666667
46053,Total dissolved salts,2006-09,Kannika,272.6666666666667
46054,Total dissolved salts,2006-09,Kohsoom,402.0
46055,Total dissolved salts,2006-09,Sakda,265.6666666666667
46056,Total dissolved salts,2006-09,Somchair,390.0
46057,Total dissolved salts,2006-10,Boonsri,256.0
46058,Total dissolved salts,2006-10,Busarakhan,589.0
46059,Total dissolved salts,2006-10,Chai,306.0
46060,Total dissolved salts,2006-10,Kannika,311.0
46061,Total dissolved salts,2006-10,Kohsoom,377.0
46062,Total dissolved salts,2006-10,Sakda,305.6666666666667
46063,Total dissolved salts,2006-10,Somchair,384.0
46064,Total dissolved salts,2006-11,Boonsri,237.16666666666666
46065,Total dissolved salts,2006-11,Busarakhan,390.0
46066,Total dissolved salts,2006-11,Chai,292.0
46067,Total dissolved salts,2006-11,Kannika,304.3333333333333
46068,Total dissolved salts,2006-11,Kohsoom,368.0
46069,Total dissolved salts,2006-11,Sakda,289.3333333333333
46070,Total dissolved salts,2006-11,Somchair,399.0
46071,Total dissolved salts,2006-12,Boonsri,229.83333333333334
46072,Total dissolved salts,2006-12,Busarakhan,400.0
46073,Total dissolved salts,2006-12,Chai,254.66666666666666
46074,Total dissolved salts,2006-12,Kannika,281.3333333333333
46075,Total dissolved salts,2006-12,Kohsoom,347.0
46076,Total dissolved salts,2006-12,Sakda,280.0
46077,Total dissolved salts,2006-12,Somchair,394.0
46078,Total dissolved salts,2007-01,Boonsri,259.8333333333333
46079,Total dissolved salts,2007-01,Busarakhan,436.0
46080,Total dissolved salts,2007-01,Chai,274.1666666666667
46081,Total dissolved salts,2007-01,Kannika,287.3333333333333
46082,Total dissolved salts,2007-01,Kohsoom,371.0
46083,Total dissolved salts,2007-01,Sakda,289.3333333333333
46084,Total dissolved salts,2007-01,Somchair,517.0
46085,Total dissolved salts,2007-02,Boonsri,275.75
46086,Total dissolved salts,2007-02,Busarakhan,450.0
46087,Total dissolved salts,2007-02,Chai,306.3333333333333
46088,Total dissolved salts,2007-02,Kannika,319.3333333333333
46089,Total dissolved salts,2007-02,Kohsoom,314.0
46090,Total dissolved salts,2007-02,Sakda,336.6666666666667
46091,Total dissolved salts,2007-02,Somchair,553.0
46092,Total dissolved salts,2007-03,Boonsri,261.5
46093,Total dissolved salts,2007-03,Busarakhan,445.0
46094,Total dissolved salts,2007-03,Chai,270.6666666666667
46095,Total dissolved salts,2007-03,Kannika,285.3333333333333
46096,Total dissolved salts,2007-03,Kohsoom,381.0
46097,Total dissolved salts,2007-03,Sakda,281.0
46098,Total dissolved salts,2007-03,Somchair,440.0
46099,Total dissolved salts,2007-04,Boonsri,208.75
46100,Total dissolved salts,2007-04,Busarakhan,364.0
46101,Total dissolved salts,2007-04,Chai,242.33333333333334
46102,Total dissolved salts,2007-04,Kannika,259.3333333333333
46103,Total dissolved salts,2007-04,Kohsoom,354.0
46104,Total dissolved salts,2007-04,Sakda,270.6666666666667
46105,Total dissolved salts,2007-04,Somchair,337.0
46106,Total dissolved salts,2007-05,Boonsri,222.66666666666666
46107,Total dissolved salts,2007-05,Busarakhan,578.0
46108,Total dissolved salts,2007-05,Chai,228.16666666666666
46109,Total dissolved salts,2007-05,Kannika,254.33333333333334
46110,Total dissolved salts,2007-05,Kohsoom,341.0
46111,Total dissolved salts,2007-05,Sakda,239.66666666666666
46112,Total dissolved salts,2007-05,Somchair,432.0
46113,Total dissolved salts,2007-06,Boonsri,228.66666666666666
46114,Total dissolved salts,2007-06,Busarakhan,505.0
46115,Total dissolved salts,2007-06,Chai,245.5
46116,Total dissolved salts,2007-06,Kannika,259.6666666666667
46117,Total dissolved salts,2007-06,Kohsoom,381.0
46118,Total dissolved salts,2007-06,Sakda,255.33333333333334
46119,Total dissolved salts,2007-06,Somchair,391.0
46120,Total dissolved salts,2007-07,Boonsri,230.66666666666666
46121,Total dissolved salts,2007-07,Busarakhan,373.0
46122,Total dissolved salts,2007-07,Chai,214.5
46123,Total dissolved salts,2007-07,Kannika,260.0
46124,Total dissolved salts,2007-07,Kohsoom,369.0
46125,Total dissolved salts,2007-07,Sakda,244.0
46126,Total dissolved salts,2007-07,Somchair,322.0
46127,Total dissolved salts,2007-08,Boonsri,218.0
46128,Total dissolved salts,2007-08,Busarakhan,253.0
46129,Total dissolved salts,2007-08,Chai,239.33333333333334
46130,Total dissolved salts,2007-08,Kannika,252.66666666666666
46131,Total dissolved salts,2007-08,Kohsoom,375.0
46132,Total dissolved salts,2007-08,Sakda,251.66666666666666
46133,Total dissolved salts,2007-08,Somchair,266.0
46134,Total dissolved salts,2007-09,Boonsri,261.0
46135,Total dissolved salts,2007-09,Busarakhan,382.0
46136,Total dissolved salts,2007-09,Chai,242.66666666666666
46137,Total dissolved salts,2007-09,Kannika,266.3333333333333
