id,chemical,date,misurations
7233,Simazine,2006-01,4
7234,Simazine,2006-02,4
7235,Simazine,2006-03,18
7236,Simazine,2006-04,19
7237,Simazine,2006-05,11
7238,Simazine,2006-06,21
7239,Simazine,2006-07,21
7240,Simazine,2006-08,17
7241,Simazine,2006-09,18
7242,Simazine,2006-10,16
7243,Simazine,2006-11,21
7244,Simazine,2006-12,18
7245,Simazine,2007-01,21
7246,Simazine,2007-02,15
7247,Simazine,2007-03,21
7248,Simazine,2007-04,19
7249,Simazine,2007-05,18
7250,Simazine,2007-06,18
7251,Simazine,2007-07,15
7252,Simazine,2007-08,18
7253,Simazine,2007-09,18
7254,Simazine,2007-10,16
7255,Simazine,2007-11,18
7256,Simazine,2007-12,18
7257,Simazine,2009-07,1
7258,Simazine,2009-09,6
7259,Simazine,2009-10,5
7260,Simazine,2009-11,1
7261,Sodium,1998-01,7
7262,Sodium,1998-02,7
7263,Sodium,1998-03,7
7264,Sodium,1998-04,11
7265,Sodium,1998-05,8
7266,Sodium,1998-06,11
7267,Sodium,1998-07,8
7268,Sodium,1998-08,11
7269,Sodium,1998-09,8
7270,Sodium,1998-10,14
7271,Sodium,1998-11,14
7272,Sodium,1998-12,14
7273,Sodium,1999-01,15
7274,Sodium,1999-02,15
7275,Sodium,1999-03,15
7276,Sodium,1999-04,15
7277,Sodium,1999-05,15
7278,Sodium,1999-06,15
7279,Sodium,1999-07,16
7280,Sodium,1999-08,14
7281,Sodium,1999-09,14
7282,Sodium,1999-10,14
7283,Sodium,1999-11,14
7284,Sodium,1999-12,14
7285,Sodium,2000-01,14
7286,Sodium,2000-02,15
7287,Sodium,2000-03,15
7288,Sodium,2000-04,15
7289,Sodium,2000-05,15
7290,Sodium,2000-06,15
7291,Sodium,2000-07,15
7292,Sodium,2000-08,15
7293,Sodium,2000-09,15
7294,Sodium,2000-10,15
7295,Sodium,2000-11,15
7296,Sodium,2000-12,15
7297,Sodium,2001-01,15
7298,Sodium,2001-02,12
7299,Sodium,2001-03,15
7300,Sodium,2001-04,15
7301,Sodium,2001-05,15
7302,Sodium,2001-06,15
7303,Sodium,2001-07,15
7304,Sodium,2001-08,15
7305,Sodium,2001-09,15
7306,Sodium,2001-10,3
7307,Sodium,2001-11,11
7308,Sodium,2001-12,7
7309,Sodium,2002-01,3
7310,Sodium,2002-03,1
7311,Sodium,2002-04,1
7312,Sodium,2002-06,4
7313,Sodium,2002-08,1
7314,Sodium,2002-10,1
7315,Sodium,2002-11,1
7316,Sodium,2002-12,1
7317,Sodium,2003-01,1
7318,Sodium,2003-02,1
7319,Sodium,2003-03,1
7320,Sodium,2003-04,1
7321,Sodium,2003-05,1
7322,Sodium,2003-06,1
7323,Sodium,2003-07,7
7324,Sodium,2003-08,4
7325,Sodium,2003-09,4
7326,Sodium,2003-10,7
7327,Sodium,2003-11,7
7328,Sodium,2003-12,7
7329,Sodium,2004-01,5
7330,Sodium,2004-02,7
7331,Sodium,2004-03,7
7332,Sodium,2004-04,7
7333,Sodium,2004-05,4
7334,Sodium,2004-06,7
7335,Sodium,2004-07,7
7336,Sodium,2004-08,7
7337,Sodium,2004-09,7
7338,Sodium,2004-10,7
7339,Sodium,2004-11,7
7340,Sodium,2004-12,5
7341,Sodium,2005-01,7
7342,Sodium,2005-02,7
7343,Sodium,2005-03,7
7344,Sodium,2005-04,7
7345,Sodium,2005-05,7
7346,Sodium,2005-06,7
7347,Sodium,2005-07,13
7348,Sodium,2005-08,13
7349,Sodium,2005-09,7
7350,Sodium,2005-10,7
7351,Sodium,2005-11,7
7352,Sodium,2005-12,7
7353,Sodium,2006-01,7
7354,Sodium,2006-02,7
7355,Sodium,2006-03,7
7356,Sodium,2006-04,7
7357,Sodium,2006-05,7
7358,Sodium,2006-06,7
7359,Sodium,2006-07,6
7360,Sodium,2006-08,7
7361,Sodium,2006-09,7
7362,Sodium,2006-10,5
7363,Sodium,2006-11,7
7364,Sodium,2006-12,7
7365,Sodium,2007-01,7
7366,Sodium,2007-02,13
7367,Sodium,2007-03,17
7368,Sodium,2007-04,19
7369,Sodium,2007-05,16
7370,Sodium,2007-06,18
7371,Sodium,2007-07,7
7372,Sodium,2007-08,15
7373,Sodium,2007-09,15
7374,Sodium,2007-10,2
7375,Sodium,2007-11,14
7376,Sodium,2007-12,15
7377,Sodium,2008-01,11
7378,Sodium,2008-02,8
7379,Sodium,2008-03,4
7380,Sodium,2008-04,9
7381,Sodium,2008-05,17
7382,Sodium,2008-06,12
7383,Sodium,2008-07,7
7384,Sodium,2008-08,16
7385,Sodium,2008-09,8
7386,Sodium,2008-10,13
7387,Sodium,2008-11,18
7388,Sodium,2008-12,14
7389,Sodium,2009-01,18
7390,Sodium,2009-02,19
7391,Sodium,2009-03,20
7392,Sodium,2009-04,20
7393,Sodium,2009-05,19
7394,Sodium,2009-06,19
7395,Sodium,2009-07,19
7396,Sodium,2009-08,16
7397,Sodium,2009-09,20
7398,Sodium,2009-10,15
7399,Sodium,2009-11,16
7400,Sodium,2009-12,16
7401,Sodium,2010-01,13
7402,Sodium,2010-02,10
7403,Sodium,2010-03,4
7404,Sodium,2010-04,4
7405,Sodium,2010-05,4
7406,Sodium,2010-06,15
7407,Sodium,2010-07,4
7408,Sodium,2010-08,4
7409,Sodium,2010-09,7
7410,Sodium,2010-10,4
7411,Sodium,2010-11,4
7412,Sodium,2010-12,5
7413,Sodium,2011-01,15
7414,Sodium,2011-02,4
7415,Sodium,2011-03,4
7416,Sodium,2011-04,2
7417,Sodium,2011-05,5
7418,Sodium,2011-06,15
7419,Sodium,2011-07,4
7420,Sodium,2011-08,15
7421,Sodium,2011-09,15
7422,Sodium,2011-10,8
7423,Sodium,2011-11,4
7424,Sodium,2011-12,4
7425,Sodium,2012-01,2
7426,Sodium,2012-02,17
7427,Sodium,2012-03,4
7428,Sodium,2012-04,12
7429,Sodium,2012-05,9
7430,Sodium,2012-06,1
7431,Sodium,2012-07,4
7432,Sodium,2012-08,9
7433,Sodium,2012-09,12
7434,Sodium,2012-10,13
7435,Sodium,2012-11,15
7436,Sodium,2012-12,13
7437,Sodium,2013-01,15
7438,Sodium,2013-02,9
7439,Sodium,2013-03,15
7440,Sodium,2013-04,4
7441,Sodium,2013-05,7
7442,Sodium,2013-06,4
7443,Sodium,2013-07,4
7444,Sodium,2013-08,15
7445,Sodium,2013-09,4
7446,Sodium,2013-10,14
7447,Sodium,2013-11,13
7448,Sodium,2013-12,4
7449,Sodium,2014-01,16
7450,Sodium,2014-02,5
7451,Sodium,2014-03,7
7452,Sodium,2014-04,20
7453,Sodium,2014-05,7
7454,Sodium,2014-06,21
7455,Sodium,2014-07,16
7456,Sodium,2014-08,14
7457,Sodium,2014-09,15
7458,Sodium,2014-10,18
7459,Sodium,2014-11,6
7460,Sodium,2014-12,6
7461,Sodium,2015-01,12
7462,Sodium,2015-02,13
7463,Sodium,2015-03,11
7464,Sodium,2015-04,4
7465,Sodium,2015-05,7
7466,Sodium,2015-06,13
7467,Sodium,2015-07,10
7468,Sodium,2015-08,5
7469,Sodium,2015-09,11
7470,Sodium,2015-10,6
7471,Sodium,2015-11,10
7472,Sodium,2015-12,6
7473,Sodium,2016-01,11
7474,Sodium,2016-02,6
7475,Sodium,2016-03,5
7476,Sodium,2016-04,6
7477,Sodium,2016-05,5
7478,Sodium,2016-06,6
7479,Sodium,2016-07,6
7480,Sodium,2016-08,6
7481,Sodium,2016-09,5
7482,Sodium,2016-10,6
7483,Sodium,2016-11,3
7484,Sodium,2016-12,6
7485,Sulfides,2008-01,9
7486,Sulfides,2008-02,16
7487,Sulfides,2008-03,18
7488,Sulfides,2008-04,9
7489,Sulfides,2008-05,20
7490,Sulfides,2008-06,21
7491,Sulfides,2008-07,21
7492,Sulfides,2008-08,27
7493,Sulfides,2008-09,22
7494,Sulfides,2008-10,27
7495,Sulfides,2008-11,21
7496,Sulfides,2008-12,20
7497,Sulfides,2009-01,11
7498,Sulfides,2009-02,5
7499,Sulfides,2009-03,11
7500,Sulfides,2009-04,11
7501,Sulfides,2009-05,11
7502,Sulfides,2009-06,11
7503,Sulfides,2009-07,9
7504,Sulfides,2009-08,11
7505,Sulfides,2009-09,12
7506,Sulfides,2009-10,11
7507,Sulfides,2009-11,9
7508,Sulfides,2009-12,11
7509,Sulfides,2012-01,6
7510,Sulfides,2012-02,11
7511,Sulfides,2012-05,9
7512,Sulfides,2012-07,3
7513,Sulfides,2012-08,5
7514,Sulfides,2012-10,1
7515,Sulphates,1998-01,7
7516,Sulphates,1998-02,7
7517,Sulphates,1998-03,7
7518,Sulphates,1998-04,11
7519,Sulphates,1998-05,8
7520,Sulphates,1998-06,11
7521,Sulphates,1998-07,8
7522,Sulphates,1998-08,11
7523,Sulphates,1998-09,8
7524,Sulphates,1998-10,14
7525,Sulphates,1998-11,14
7526,Sulphates,1998-12,14
7527,Sulphates,1999-01,15
7528,Sulphates,1999-02,15
7529,Sulphates,1999-03,15
7530,Sulphates,1999-04,15
7531,Sulphates,1999-05,15
7532,Sulphates,1999-06,15
7533,Sulphates,1999-07,16
7534,Sulphates,1999-08,14
7535,Sulphates,1999-09,14
7536,Sulphates,1999-10,14
7537,Sulphates,1999-11,14
7538,Sulphates,1999-12,14
7539,Sulphates,2000-01,14
7540,Sulphates,2000-02,15
7541,Sulphates,2000-03,15
7542,Sulphates,2000-04,15
7543,Sulphates,2000-05,15
7544,Sulphates,2000-06,15
7545,Sulphates,2000-07,15
7546,Sulphates,2000-08,15
7547,Sulphates,2000-09,15
7548,Sulphates,2000-10,15
7549,Sulphates,2000-11,15
7550,Sulphates,2000-12,15
7551,Sulphates,2001-01,15
7552,Sulphates,2001-02,12
7553,Sulphates,2001-03,15
7554,Sulphates,2001-04,15
7555,Sulphates,2001-05,15
7556,Sulphates,2001-06,15
7557,Sulphates,2001-07,15
7558,Sulphates,2001-08,15
7559,Sulphates,2001-09,15
7560,Sulphates,2001-10,4
7561,Sulphates,2001-11,11
7562,Sulphates,2001-12,10
7563,Sulphates,2002-01,9
7564,Sulphates,2002-02,20
7565,Sulphates,2002-03,18
7566,Sulphates,2002-04,15
7567,Sulphates,2002-05,21
7568,Sulphates,2002-06,21
7569,Sulphates,2002-07,21
7570,Sulphates,2002-08,21
7571,Sulphates,2002-09,21
7572,Sulphates,2002-10,30
7573,Sulphates,2002-11,13
7574,Sulphates,2002-12,18
7575,Sulphates,2003-01,18
7576,Sulphates,2003-02,18
7577,Sulphates,2003-03,21
7578,Sulphates,2003-04,21
7579,Sulphates,2003-05,21
7580,Sulphates,2003-06,21
7581,Sulphates,2003-07,21
7582,Sulphates,2003-08,15
7583,Sulphates,2003-09,15
7584,Sulphates,2003-10,21
7585,Sulphates,2003-11,18
7586,Sulphates,2003-12,21
7587,Sulphates,2004-01,13
7588,Sulphates,2004-02,17
7589,Sulphates,2004-03,15
7590,Sulphates,2004-04,18
7591,Sulphates,2004-05,15
7592,Sulphates,2004-06,18
7593,Sulphates,2004-07,18
7594,Sulphates,2004-08,15
7595,Sulphates,2004-09,18
7596,Sulphates,2004-10,18
7597,Sulphates,2004-11,10
7598,Sulphates,2004-12,16
7599,Sulphates,2005-01,18
7600,Sulphates,2005-02,18
7601,Sulphates,2005-03,18
7602,Sulphates,2005-04,18
7603,Sulphates,2005-05,7
7604,Sulphates,2005-06,13
7605,Sulphates,2005-07,18
7606,Sulphates,2005-08,18
7607,Sulphates,2005-09,18
7608,Sulphates,2005-10,10
7609,Sulphates,2005-11,18
7610,Sulphates,2005-12,18
7611,Sulphates,2006-01,18
7612,Sulphates,2006-02,18
7613,Sulphates,2006-03,18
7614,Sulphates,2006-04,18
7615,Sulphates,2006-05,18
7616,Sulphates,2006-06,18
7617,Sulphates,2006-07,17
7618,Sulphates,2006-08,18
7619,Sulphates,2006-09,18
7620,Sulphates,2006-10,16
7621,Sulphates,2006-11,18
7622,Sulphates,2006-12,18
7623,Sulphates,2007-01,18
7624,Sulphates,2007-02,16
7625,Sulphates,2007-03,20
7626,Sulphates,2007-04,19
7627,Sulphates,2007-05,18
7628,Sulphates,2007-06,18
7629,Sulphates,2007-07,18
7630,Sulphates,2007-08,15
7631,Sulphates,2007-09,15
7632,Sulphates,2007-10,13
7633,Sulphates,2007-11,16
7634,Sulphates,2007-12,15
7635,Sulphates,2008-01,14
7636,Sulphates,2008-02,13
7637,Sulphates,2008-03,15
7638,Sulphates,2008-04,9
7639,Sulphates,2008-05,17
7640,Sulphates,2008-06,15
7641,Sulphates,2008-07,18
7642,Sulphates,2008-08,24
7643,Sulphates,2008-09,19
7644,Sulphates,2008-10,22
7645,Sulphates,2008-11,18
7646,Sulphates,2008-12,14
7647,Sulphates,2009-01,19
7648,Sulphates,2009-02,20
7649,Sulphates,2009-03,20
7650,Sulphates,2009-04,23
7651,Sulphates,2009-05,19
7652,Sulphates,2009-06,22
7653,Sulphates,2009-07,22
7654,Sulphates,2009-08,18
7655,Sulphates,2009-09,21
7656,Sulphates,2009-10,15
7657,Sulphates,2009-11,19
7658,Sulphates,2009-12,16
7659,Sulphates,2010-01,14
7660,Sulphates,2010-02,19
7661,Sulphates,2010-03,16
7662,Sulphates,2010-04,19
7663,Sulphates,2010-05,16
7664,Sulphates,2010-06,16
7665,Sulphates,2010-07,16
7666,Sulphates,2010-08,19
7667,Sulphates,2010-09,16
7668,Sulphates,2010-10,16
7669,Sulphates,2010-11,16
7670,Sulphates,2010-12,14
7671,Sulphates,2011-01,16
7672,Sulphates,2011-02,4
7673,Sulphates,2011-03,4
7674,Sulphates,2011-04,4
7675,Sulphates,2011-05,4
7676,Sulphates,2011-06,14
7677,Sulphates,2011-07,5
7678,Sulphates,2011-08,7
7679,Sulphates,2011-09,6
7680,Sulphates,2011-10,3
7681,Sulphates,2011-11,5
7682,Sulphates,2011-12,11
7683,Sulphates,2012-01,9
7684,Sulphates,2012-02,6
7685,Sulphates,2012-03,5
7686,Sulphates,2012-04,2
7687,Sulphates,2012-05,12
7688,Sulphates,2012-06,11
7689,Sulphates,2012-07,13
7690,Sulphates,2012-08,5
7691,Sulphates,2012-09,4
7692,Sulphates,2012-10,5
7693,Sulphates,2012-11,8
7694,Sulphates,2012-12,9
7695,Sulphates,2013-01,7
7696,Sulphates,2013-02,6
7697,Sulphates,2013-03,5
7698,Sulphates,2013-04,6
7699,Sulphates,2013-05,14
7700,Sulphates,2013-06,17
7701,Sulphates,2013-07,17
7702,Sulphates,2013-08,16
7703,Sulphates,2013-09,17
7704,Sulphates,2013-10,16
7705,Sulphates,2013-11,17
7706,Sulphates,2013-12,10
7707,Sulphates,2014-01,17
7708,Sulphates,2014-02,5
7709,Sulphates,2014-03,16
7710,Sulphates,2014-04,14
7711,Sulphates,2014-05,13
7712,Sulphates,2014-06,15
7713,Sulphates,2014-07,13
7714,Sulphates,2014-08,14
7715,Sulphates,2014-09,8
7716,Sulphates,2014-10,15
7717,Sulphates,2014-11,14
7718,Sulphates,2014-12,8
7719,Sulphates,2015-01,17
7720,Sulphates,2015-02,12
7721,Sulphates,2015-03,15
7722,Sulphates,2015-04,8
7723,Sulphates,2015-05,9
7724,Sulphates,2015-06,7
7725,Sulphates,2015-07,11
7726,Sulphates,2015-08,6
7727,Sulphates,2015-09,17
7728,Sulphates,2015-10,7
7729,Sulphates,2015-11,3
7730,Sulphates,2015-12,7
7731,Sulphates,2016-01,15
7732,Sulphates,2016-02,13
7733,Sulphates,2016-03,11
7734,Sulphates,2016-04,18
7735,Sulphates,2016-05,12
7736,Sulphates,2016-06,13
7737,Sulphates,2016-07,12
7738,Sulphates,2016-08,10
7739,Sulphates,2016-09,10
7740,Sulphates,2016-10,15
7741,Sulphates,2016-11,6
7742,Sulphates,2016-12,10
7743,Tetrachloromethane,2008-01,13
7744,Tetrachloromethane,2008-02,12
7745,Tetrachloromethane,2008-03,16
7746,Tetrachloromethane,2008-04,9
7747,Tetrachloromethane,2008-05,17
7748,Tetrachloromethane,2008-06,13
7749,Tetrachloromethane,2008-07,15
7750,Tetrachloromethane,2008-08,15
7751,Tetrachloromethane,2008-09,13
7752,Tetrachloromethane,2008-10,15
7753,Tetrachloromethane,2008-11,15
7754,Tetrachloromethane,2008-12,15
7755,Tetrachloromethane,2009-01,14
7756,Tetrachloromethane,2009-02,15
7757,Tetrachloromethane,2009-03,15
7758,Tetrachloromethane,2009-04,15
7759,Tetrachloromethane,2009-05,15
7760,Tetrachloromethane,2009-06,15
7761,Tetrachloromethane,2009-07,13
7762,Tetrachloromethane,2009-08,15
7763,Tetrachloromethane,2009-09,12
7764,Tetrachloromethane,2009-10,9
7765,Tetrachloromethane,2009-11,4
7766,Tetrachloromethane,2009-12,3
7767,Tetrachloromethane,2010-01,13
7768,Tetrachloromethane,2010-02,15
7769,Tetrachloromethane,2010-03,15
7770,Tetrachloromethane,2010-04,15
7771,Tetrachloromethane,2010-05,11
7772,Tetrachloromethane,2010-06,15
7773,Tetrachloromethane,2010-07,15
7774,Tetrachloromethane,2010-08,14
7775,Tetrachloromethane,2010-09,15
7776,Tetrachloromethane,2010-10,15
7777,Tetrachloromethane,2010-11,15
7778,Tetrachloromethane,2010-12,3
7779,Total coliforms,1998-01,7
7780,Total coliforms,1998-02,7
7781,Total coliforms,1998-03,7
7782,Total coliforms,1998-04,11
7783,Total coliforms,1998-05,8
7784,Total coliforms,1998-06,11
7785,Total coliforms,1998-07,8
7786,Total coliforms,1998-08,11
7787,Total coliforms,1998-09,8
7788,Total coliforms,1998-10,14
7789,Total coliforms,1998-11,14
7790,Total coliforms,1998-12,14
7791,Total coliforms,1999-01,5
7792,Total coliforms,1999-02,14
7793,Total coliforms,1999-03,9
7794,Total coliforms,1999-04,11
7795,Total coliforms,1999-05,15
7796,Total coliforms,1999-06,13
7797,Total coliforms,1999-07,1
7798,Total coliforms,1999-09,2
7799,Total coliforms,1999-10,13
7800,Total coliforms,1999-11,11
7801,Total coliforms,1999-12,11
7802,Total coliforms,2000-01,12
7803,Total coliforms,2000-02,15
7804,Total coliforms,2000-03,13
7805,Total coliforms,2000-04,15
7806,Total coliforms,2000-05,15
7807,Total coliforms,2000-06,6
7808,Total coliforms,2000-07,14
7809,Total coliforms,2000-08,15
7810,Total coliforms,2000-09,14
7811,Total coliforms,2000-10,15
7812,Total coliforms,2000-11,15
7813,Total coliforms,2000-12,15
7814,Total coliforms,2001-01,7
7815,Total coliforms,2001-02,12
7816,Total coliforms,2001-03,11
7817,Total coliforms,2001-04,14
7818,Total coliforms,2001-05,11
7819,Total coliforms,2001-06,14
7820,Total coliforms,2001-07,3
7821,Total coliforms,2001-08,14
7822,Total coliforms,2001-09,15
7823,Total coliforms,2001-10,2
7824,Total coliforms,2001-11,15
7825,Total coliforms,2001-12,10
7826,Total coliforms,2002-03,4
7827,Total coliforms,2002-04,4
7828,Total coliforms,2002-08,3
7829,Total coliforms,2002-10,11
7830,Total coliforms,2002-11,3
7831,Total coliforms,2002-12,4
7832,Total coliforms,2003-01,18
7833,Total coliforms,2003-02,18
7834,Total coliforms,2003-03,18
7835,Total coliforms,2003-04,18
7836,Total coliforms,2003-05,7
7837,Total coliforms,2003-06,13
7838,Total coliforms,2003-07,7
7839,Total coliforms,2003-08,7
7840,Total coliforms,2003-10,15
7841,Total coliforms,2003-11,7
7842,Total coliforms,2003-12,3
7843,Total coliforms,2004-01,3
7844,Total coliforms,2004-02,9
7845,Total coliforms,2004-03,3
7846,Total coliforms,2004-04,3
7847,Total coliforms,2004-07,7
7848,Total coliforms,2004-08,7
7849,Total coliforms,2004-09,7
7850,Total coliforms,2004-10,7
7851,Total coliforms,2004-11,7
7852,Total coliforms,2004-12,2
7853,Total coliforms,2005-01,4
7854,Total coliforms,2005-02,4
7855,Total coliforms,2005-03,4
7856,Total coliforms,2005-04,4
7857,Total coliforms,2005-05,4
7858,Total coliforms,2005-06,15
7859,Total coliforms,2005-07,7
7860,Total coliforms,2005-08,18
7861,Total coliforms,2005-09,7
7862,Total coliforms,2005-10,17
7863,Total coliforms,2005-11,18
7864,Total coliforms,2005-12,4
7865,Total coliforms,2006-01,3
7866,Total coliforms,2006-02,6
7867,Total coliforms,2006-03,7
7868,Total coliforms,2006-04,7
7869,Total coliforms,2006-05,7
7870,Total coliforms,2006-06,7
7871,Total coliforms,2006-07,7
7872,Total coliforms,2006-08,4
7873,Total coliforms,2006-09,4
7874,Total coliforms,2006-10,5
7875,Total coliforms,2006-11,4
7876,Total coliforms,2006-12,4
7877,Total coliforms,2007-01,18
7878,Total coliforms,2007-02,15
7879,Total coliforms,2007-03,16
7880,Total coliforms,2007-04,15
7881,Total coliforms,2007-05,14
7882,Total coliforms,2007-06,17
7883,Total coliforms,2007-07,15
7884,Total coliforms,2007-08,3
7885,Total coliforms,2007-09,14
7886,Total coliforms,2007-10,11
7887,Total coliforms,2007-11,14
7888,Total coliforms,2007-12,14
7889,Total coliforms,2008-01,11
7890,Total coliforms,2008-02,10
7891,Total coliforms,2008-03,15
7892,Total coliforms,2008-04,9
7893,Total coliforms,2008-05,14
7894,Total coliforms,2008-06,15
7895,Total coliforms,2008-07,15
7896,Total coliforms,2008-08,15
7897,Total coliforms,2008-09,16
7898,Total coliforms,2008-10,15
7899,Total coliforms,2008-11,15
7900,Total coliforms,2008-12,13
7901,Total coliforms,2009-01,13
7902,Total coliforms,2009-02,16
7903,Total coliforms,2009-03,17
7904,Total coliforms,2009-04,13
7905,Total coliforms,2009-05,13
7906,Total coliforms,2009-06,13
7907,Total coliforms,2009-07,16
7908,Total coliforms,2009-08,16
7909,Total coliforms,2009-09,20
7910,Total coliforms,2009-10,15
7911,Total coliforms,2009-11,16
7912,Total coliforms,2009-12,16
7913,Total coliforms,2010-01,2
7914,Total coliforms,2010-02,10
7915,Total coliforms,2010-03,4
7916,Total coliforms,2010-04,4
7917,Total coliforms,2010-05,4
7918,Total coliforms,2010-06,4
7919,Total coliforms,2010-07,4
7920,Total coliforms,2010-08,4
7921,Total coliforms,2010-09,4
7922,Total coliforms,2010-10,4
7923,Total coliforms,2010-11,1
7924,Total coliforms,2010-12,4
7925,Total coliforms,2011-01,5
7926,Total coliforms,2011-02,5
7927,Total coliforms,2011-03,5
7928,Total coliforms,2011-04,2
7929,Total coliforms,2011-05,5
7930,Total coliforms,2011-06,5
7931,Total coliforms,2011-07,5
7932,Total coliforms,2011-08,5
7933,Total coliforms,2011-09,5
7934,Total coliforms,2011-10,3
7935,Total coliforms,2011-11,5
7936,Total coliforms,2011-12,5
7937,Total coliforms,2012-01,5
7938,Total coliforms,2012-02,4
7939,Total coliforms,2012-03,4
7940,Total coliforms,2012-04,4
7941,Total coliforms,2012-05,7
7942,Total coliforms,2012-06,4
7943,Total coliforms,2012-07,4
7944,Total coliforms,2012-08,4
7945,Total coliforms,2012-09,4
7946,Total coliforms,2012-10,4
7947,Total coliforms,2012-11,4
7948,Total coliforms,2012-12,2
7949,Total coliforms,2013-01,4
7950,Total coliforms,2013-02,4
7951,Total coliforms,2013-03,4
7952,Total coliforms,2013-04,4
7953,Total coliforms,2013-05,4
7954,Total coliforms,2013-06,4
7955,Total coliforms,2013-07,4
7956,Total coliforms,2013-08,4
7957,Total coliforms,2013-09,4
7958,Total coliforms,2013-10,3
7959,Total coliforms,2013-11,3
7960,Total coliforms,2013-12,3
7961,Total dissolved phosphorus,2015-01,18
7962,Total dissolved phosphorus,2015-02,21
7963,Total dissolved phosphorus,2015-03,23
7964,Total dissolved phosphorus,2015-04,21
7965,Total dissolved phosphorus,2015-05,23
7966,Total dissolved phosphorus,2015-06,23
7967,Total dissolved phosphorus,2015-07,23
7968,Total dissolved phosphorus,2015-08,28
7969,Total dissolved phosphorus,2015-09,21
7970,Total dissolved phosphorus,2015-10,24
7971,Total dissolved phosphorus,2015-11,27
7972,Total dissolved phosphorus,2015-12,23
7973,Total dissolved phosphorus,2016-01,13
7974,Total dissolved phosphorus,2016-02,17
7975,Total dissolved phosphorus,2016-03,13
7976,Total dissolved phosphorus,2016-04,15
7977,Total dissolved phosphorus,2016-05,21
7978,Total dissolved phosphorus,2016-06,21
7979,Total dissolved phosphorus,2016-07,31
7980,Total dissolved phosphorus,2016-08,26
7981,Total dissolved phosphorus,2016-09,28
7982,Total dissolved phosphorus,2016-10,21
7983,Total dissolved phosphorus,2016-11,19
7984,Total dissolved phosphorus,2016-12,21
7985,Total dissolved salts,2005-01,18
7986,Total dissolved salts,2005-02,18
7987,Total dissolved salts,2005-03,18
7988,Total dissolved salts,2005-04,21
7989,Total dissolved salts,2005-05,21
7990,Total dissolved salts,2005-06,21
7991,Total dissolved salts,2005-07,21
7992,Total dissolved salts,2005-08,21
7993,Total dissolved salts,2005-09,21
7994,Total dissolved salts,2005-10,21
7995,Total dissolved salts,2005-11,21
7996,Total dissolved salts,2005-12,21
7997,Total dissolved salts,2006-01,21
7998,Total dissolved salts,2006-02,21
7999,Total dissolved salts,2006-03,21
8000,Total dissolved salts,2006-04,21
8001,Total dissolved salts,2006-05,21
8002,Total dissolved salts,2006-06,21
8003,Total dissolved salts,2006-07,20
8004,Total dissolved salts,2006-08,21
8005,Total dissolved salts,2006-09,21
8006,Total dissolved salts,2006-10,19
8007,Total dissolved salts,2006-11,21
8008,Total dissolved salts,2006-12,21
8009,Total dissolved salts,2007-01,21
8010,Total dissolved salts,2007-02,19
8011,Total dissolved salts,2007-03,18
8012,Total dissolved salts,2007-04,19
8013,Total dissolved salts,2007-05,21
8014,Total dissolved salts,2007-06,21
8015,Total dissolved salts,2007-07,21
8016,Total dissolved salts,2007-08,15
8017,Total dissolved salts,2007-09,18
8018,Total dissolved salts,2007-10,16
8019,Total dissolved salts,2007-11,19
8020,Total dissolved salts,2007-12,18
8021,Total dissolved salts,2008-01,14
8022,Total dissolved salts,2008-02,16
8023,Total dissolved salts,2008-03,18
8024,Total dissolved salts,2008-04,9
8025,Total dissolved salts,2008-05,20
8026,Total dissolved salts,2008-06,21
8027,Total dissolved salts,2008-07,21
8028,Total dissolved salts,2008-08,27
8029,Total dissolved salts,2008-09,22
8030,Total dissolved salts,2008-10,27
8031,Total dissolved salts,2008-11,21
8032,Total dissolved salts,2008-12,17
8033,Total dissolved salts,2009-01,22
8034,Total dissolved salts,2009-02,23
8035,Total dissolved salts,2009-03,24
8036,Total dissolved salts,2009-04,24
8037,Total dissolved salts,2009-05,24
8038,Total dissolved salts,2009-06,24
8039,Total dissolved salts,2009-07,24
8040,Total dissolved salts,2009-08,21
8041,Total dissolved salts,2009-09,23
8042,Total dissolved salts,2009-10,23
8043,Total dissolved salts,2009-11,24
8044,Total dissolved salts,2009-12,24
8045,Total dissolved salts,2010-01,18
8046,Total dissolved salts,2010-02,20
8047,Total dissolved salts,2010-03,19
8048,Total dissolved salts,2010-04,20
8049,Total dissolved salts,2010-05,20
8050,Total dissolved salts,2010-06,20
8051,Total dissolved salts,2010-07,19
8052,Total dissolved salts,2010-08,19
8053,Total dissolved salts,2010-09,20
8054,Total dissolved salts,2010-10,20
8055,Total dissolved salts,2010-11,23
8056,Total dissolved salts,2010-12,21
8057,Total dissolved salts,2011-01,20
8058,Total dissolved salts,2011-02,23
8059,Total dissolved salts,2011-03,20
8060,Total dissolved salts,2011-04,18
8061,Total dissolved salts,2011-05,24
8062,Total dissolved salts,2011-06,20
8063,Total dissolved salts,2011-07,18
8064,Total dissolved salts,2011-08,25
8065,Total dissolved salts,2011-09,20
8066,Total dissolved salts,2011-10,16
8067,Total dissolved salts,2011-11,22
8068,Total dissolved salts,2011-12,23
8069,Total dissolved salts,2012-01,16
8070,Total dissolved salts,2012-02,21
8071,Total dissolved salts,2012-03,18
8072,Total dissolved salts,2012-04,17
8073,Total dissolved salts,2012-05,18
8074,Total dissolved salts,2012-06,17
8075,Total dissolved salts,2012-07,20
